0,0.087903,0.104373
5e-06,0.025852,0.105378
1e-05,0.086628,0.10638
1.5e-05,0.046222,0.107381
2e-05,0.057446,0.108382
2.5e-05,0.069474,0.10938
3e-05,0.045003,0.110378
3.5e-05,0.06332,0.111374
4e-05,0.066785,0.112369
4.5e-05,0.043589,0.113362
5e-05,0.071719,0.114355
5.5e-05,0.047081,0.115346
6e-05,0.068531,0.116336
6.5e-05,0.051072,0.117326
7e-05,0.062878,0.118316
7.5e-05,0.05933,0.119304
8e-05,0.056088,0.120291
8.5e-05,0.059968,0.121276
9e-05,0.065899,0.122259
9.5e-05,0.046471,0.123243
0.0001,0.076706,0.124225
0.000105,0.036522,0.125207
0.00011,0.085603,0.126189
0.000115,0.029345,0.12717
0.00012,0.090563,0.12815
0.000125,0.024245,0.129131
0.00013,0.089732,0.130112
0.000135,0.035081,0.131091
0.00014,0.073298,0.132072
0.000145,0.052845,0.133052
0.00015,0.060716,0.134031
0.000155,0.054036,0.13501
0.00016,0.064651,0.135989
0.000165,0.053982,0.136967
0.00017,0.060716,0.137945
0.000175,0.056835,0.138923
0.00018,0.057307,0.1399
0.000185,0.062878,0.140877
0.00019,0.056586,0.141855
0.000195,0.060965,0.142834
0.0002,0.061243,0.143812
0.000205,0.062435,0.144791
0.00021,0.04999,0.145772
0.000215,0.069612,0.146753
0.00022,0.045418,0.147735
0.000225,0.067949,0.148718
0.00023,0.05218,0.149702
0.000235,0.064983,0.150685
0.00024,0.05121,0.151668
0.000245,0.07302,0.152653
0.00025,0.037271,0.153638
0.000255,0.081085,0.154623
0.00026,0.038129,0.155611
0.000265,0.071025,0.156598
0.00027,0.056835,0.157585
0.000275,0.05013,0.158574
0.00028,0.075376,0.159564
0.000285,0.047219,0.160553
0.00029,0.062684,0.161543
0.000295,0.069695,0.162534
0.0003,0.04503,0.163527
0.000305,0.068309,0.164519
0.00031,0.056421,0.165511
0.000315,0.059358,0.166503
0.00032,0.058084,0.167494
0.000325,0.061769,0.168486
0.00033,0.056475,0.16948
0.000335,0.058498,0.170473
0.00034,0.065759,0.171469
0.000345,0.048217,0.172464
0.00035,0.068974,0.173458
0.000355,0.047857,0.174455
0.00036,0.071579,0.17545
0.000365,0.049132,0.176446
0.00037,0.06285,0.177442
0.000375,0.061326,0.178437
0.00038,0.046666,0.179433
0.000385,0.072966,0.180427
0.00039,0.045196,0.181422
0.000395,0.059885,0.182415
0.0004,0.066619,0.183406
0.000405,0.045723,0.184398
0.00041,0.058749,0.185388
0.000415,0.075487,0.186375
0.00042,0.034277,0.187362
0.000425,0.082637,0.188346
0.00043,0.036882,0.189327
0.000435,0.085354,0.190307
0.00044,0.030786,0.191285
0.000445,0.083386,0.19226
0.00045,0.039432,0.193233
0.000455,0.075183,0.194203
0.00046,0.043921,0.19517
0.000465,0.068254,0.196131
0.00047,0.061963,0.197089
0.000475,0.035884,0.198042
0.00048,0.089344,0.198991
0.000485,0.035746,0.199935
0.00049,0.064901,0.200873
0.000495,0.062684,0.201807
0.0005,0.047191,0.202737
0.000505,0.069584,0.203659
0.00051,0.050074,0.204579
0.000515,0.062767,0.205493
0.00052,0.05218,0.2064
0.000525,0.065621,0.207303
0.00053,0.057667,0.208199
0.000535,0.056143,0.20909
0.00054,0.068088,0.209976
0.000545,0.057113,0.210856
0.00055,0.051321,0.21173
0.000555,0.080227,0.212598
0.00056,0.032864,0.213461
0.000565,0.082886,0.214318
0.00057,0.037436,0.21517
0.000575,0.08067,0.216018
0.00058,0.037187,0.216861
0.000585,0.075681,0.217698
0.00059,0.042148,0.218531
0.000595,0.076097,0.219359
0.0006,0.043312,0.220181
0.000605,0.065621,0.220997
0.00061,0.056171,0.221806
0.000615,0.057557,0.222613
0.00062,0.057362,0.223413
0.000625,0.066563,0.224208
0.00063,0.057113,0.225002
0.000635,0.047081,0.225788
0.00064,0.0894,0.226572
0.000645,0.020781,0.227354
0.00065,0.085852,0.228131
