0,0.069169,-0.332583
5e-06,0.051986,-0.335836
1e-05,0.063127,-0.339114
1.5e-05,0.05958,-0.342411
2e-05,0.057584,-0.345721
2.5e-05,0.060245,-0.34904
3e-05,0.065427,-0.352364
3.5e-05,0.049132,-0.355687
4e-05,0.071108,-0.359005
4.5e-05,0.045584,-0.362316
5e-05,0.069529,-0.365614
5.5e-05,0.056975,-0.368896
6e-05,0.054619,-0.372158
6.5e-05,0.066425,-0.375397
7e-05,0.062795,-0.378611
7.5e-05,0.047026,-0.381796
8e-05,0.074961,-0.38495
8.5e-05,0.0488,-0.38807
9e-05,0.06285,-0.391154
9.5e-05,0.065261,-0.394198
0.0001,0.049825,-0.397201
0.000105,0.070056,-0.40016
0.00011,0.04794,-0.403075
0.000115,0.067035,-0.405942
0.00012,0.047413,-0.408757
0.000125,0.066342,-0.41152
0.00013,0.056615,-0.414225
0.000135,0.049852,-0.416873
0.00014,0.074489,-0.419459
0.000145,0.040457,-0.421981
0.00015,0.074989,-0.424437
0.000155,0.043367,-0.426823
0.00016,0.075349,-0.429138
0.000165,0.042924,-0.431375
0.00017,0.075321,-0.433531
0.000175,0.049409,-0.435602
0.00018,0.059469,-0.437583
0.000185,0.060965,-0.439471
0.00019,0.061381,-0.441261
0.000195,0.054868,-0.442948
0.0002,0.068144,-0.444527
0.000205,0.04636,-0.445997
0.00021,0.080863,-0.44735
0.000215,0.032725,-0.448582
0.00022,0.082388,-0.449692
0.000225,0.045279,-0.450674
0.00023,0.060632,-0.451524
0.000235,0.05922,-0.452241
0.00024,0.06346,-0.452822
0.000245,0.042951,-0.453263
0.00025,0.077815,-0.453563
0.000255,0.03666,-0.453723
0.00026,0.077953,-0.453742
0.000265,0.045446,-0.453624
0.00027,0.069141,-0.453373
0.000275,0.050157,-0.452994
0.00028,0.064623,-0.452492
0.000285,0.057224,-0.451873
0.00029,0.05595,-0.451143
0.000295,0.060827,-0.450307
0.0003,0.067228,-0.449368
0.000305,0.034443,-0.44833
0.00031,0.094471,-0.447201
0.000315,0.026268,-0.445984
0.00032,0.078037,-0.444691
0.000325,0.055755,-0.443327
0.00033,0.049603,-0.441905
