0,0.064533,-0.000444
5e-06,0.061409,-0.002996
1e-05,0.063353,-0.007717
1.5e-05,0.06065,-0.014159
2e-05,0.062985,-0.021961
2.5e-05,0.060705,-0.030834
3e-05,0.063213,-0.040552
3.5e-05,0.061734,-0.050937
4e-05,0.063293,-0.061851
4.5e-05,0.062791,-0.07319
5e-05,0.062129,-0.084872
5.5e-05,0.062928,-0.096833
6e-05,0.061736,-0.109024
6.5e-05,0.062751,-0.121401
7e-05,0.061548,-0.133928
7.5e-05,0.064083,-0.146571
8e-05,0.061395,-0.159297
8.5e-05,0.063854,-0.172071
9e-05,0.061175,-0.18486
9.5e-05,0.063106,-0.197628
0.0001,0.061474,-0.210339
0.000105,0.062475,-0.222954
0.00011,0.060619,-0.235435
0.000115,0.062279,-0.247744
0.00012,0.062971,-0.25984
0.000125,0.062571,-0.271687
0.00013,0.062914,-0.283246
0.000135,0.062267,-0.294482
0.00014,0.062805,-0.305359
0.000145,0.063765,-0.315846
0.00015,0.062712,-0.325912
0.000155,0.063366,-0.33553
0.00016,0.061668,-0.344672
0.000165,0.062062,-0.353319
0.00017,0.063688,-0.361448
0.000175,0.061646,-0.369044
0.00018,0.062888,-0.376093
0.000185,0.062109,-0.382583
0.00019,0.061755,-0.388509
0.000195,0.062435,-0.393864
0.0002,0.062244,-0.398642
0.000205,0.061505,-0.402825
0.00021,0.062474,-0.406397
0.000215,0.062788,-0.409339
0.00022,0.061431,-0.411648
0.000225,0.063448,-0.413328
0.00023,0.062056,-0.414392
0.000235,0.062013,-0.414855
0.00024,0.06297,-0.414739
0.000245,0.061392,-0.414071
0.00025,0.063683,-0.412888
0.000255,0.061203,-0.411227
0.00026,0.06368,-0.409126
0.000265,0.062987,-0.406613
0.00027,0.063821,-0.403724
0.000275,0.062238,-0.400511
0.00028,0.063716,-0.39704
0.000285,0.061598,-0.393364
0.00029,0.063585,-0.389524
0.000295,0.062548,-0.385555
0.0003,0.062156,-0.381471
0.000305,0.061634,-0.377258
0.00031,0.061806,-0.372875
0.000315,0.061758,-0.368277
0.00032,0.06225,-0.363426
