Time (s)	Counter ()	ยว 2 (mm)
4.3552	14.99429	26.668562
4.3554	14.991102	28.002413
4.3556	14.992377	28.972208
4.3558	14.996202	29.920588
4.356	14.992377	30.020014
4.3562	14.996202	30.026133
4.3564	14.996202	30.026133
4.3566	14.996202	30.026133
4.3568	14.99429	30.026133
4.357	14.998753	30.03684
4.3572	14.993015	30.024603
4.3574	14.994927	30.029192
4.3576	14.996202	30.026133
4.3578	14.996202	30.016954
4.358	14.993652	30.020014
4.3582	14.993652	30.016954
4.3584	14.992377	30.023073
4.3586	14.99684	30.029192
4.3588	14.990465	30.026133
4.359	14.997478	30.029192
4.3592	14.995565	30.024603
4.3594	14.998753	30.016954
4.3596	14.99684	30.023073
4.3598	14.99684	30.027662
4.36	14.99684	30.023073
4.3602	14.997478	30.024603
4.3604	14.99684	30.024603
4.3606	14.99684	30.024603
4.3608	14.995565	30.026133
4.361	14.998116	30.012365
4.3612	14.99684	30.026133
4.3614	14.996202	30.021544
4.3616	14.99429	30.024603
4.3618	14.994927	30.023073
4.362	14.991102	30.023073
4.3622	14.992377	30.024603
4.3624	14.994927	29.975655
4.3626	14.99684	29.028805
4.3628	14.993652	28.069717
4.363	14.996202	26.826115
4.3632	14.998116	26.81082
4.3634	14.995565	26.150013
4.3636	14.997478	25.55957
4.3638	14.99429	24.891115
4.364	14.99429	24.810043
4.3642	14.994927	24.802395
4.3644	14.995565	24.969126
4.3646	14.99429	25.47085
4.3648	14.998116	25.978693
4.365	14.993015	26.801641
4.3652	14.995565	26.816938
4.3654	14.996202	28.071247
4.3656	14.995565	29.024216
4.3658	14.99429	29.763033
4.366	14.994927	30.026133
4.3662	14.992377	30.029192
4.3664	14.99429	30.021544
4.3666	14.993652	30.021544
4.3668	14.997478	30.016954
4.367	14.998116	30.023073
4.3672	14.995565	30.016954
4.3674	14.99174	30.015425
4.3676	15.000028	30.023073
4.3678	14.993015	30.032251
4.368	14.997478	30.023073
4.3682	14.997478	30.030722
4.3684	14.99429	30.029192
4.3686	14.99174	30.021544
4.3688	14.99684	30.021544
4.369	14.99684	30.018484
4.3692	14.996202	30.015425
4.3694	14.992377	30.018484
4.3696	14.99429	30.024603
4.3698	14.994927	30.018484
4.37	14.996202	30.027662
4.3702	14.99684	30.023073
4.3704	14.997478	30.018484
4.3706	14.99174	30.029192
4.3708	14.994927	30.021544
4.371	14.993652	30.026133
4.3712	14.995565	30.032251
4.3714	14.996202	30.021544
4.3716	14.996202	30.033781
4.3718	14.998116	30.027662
4.372	14.997478	30.024603
4.3722	14.993015	30.016954
4.3724	14.993015	29.712555
4.3726	14.995565	28.624977
4.3728	14.996202	27.58176
4.373	14.993652	26.67774
4.3732	14.997478	26.67621
4.3734	14.99429	26.139305
4.3736	14.995565	25.548862
4.3738	14.995565	25.138918
4.374	14.997478	25.059376
4.3742	14.996202	25.053257
4.3744	14.995565	25.6437
4.3746	14.997478	26.059763
4.3748	14.995565	26.745045
4.375	14.993652	27.431854
4.3752	14.993652	27.437973
4.3754	14.99174	28.774883
4.3756	14.993015	29.707966
4.3758	14.994927	30.015425
4.376	14.99174	30.026133
4.3762	14.994927	30.023073
4.3764	14.997478	30.026133
4.3766	14.997478	30.026133
4.3768	14.995565	30.029192
4.377	14.99684	30.026133
4.3772	14.99429	30.024603
4.3774	14.994927	30.029192
4.3776	14.995565	30.023073
4.3778	14.994927	30.026133
4.378	14.99429	30.020014
4.3782	14.99684	30.016954
4.3784	14.99429	30.023073
4.3786	14.999391	30.024603
4.3788	14.996202	30.021544
4.379	14.993652	30.023073
4.3792	14.995565	30.021544
4.3794	14.998116	30.026133
4.3796	14.994927	30.016954
4.3798	14.99429	30.030722
4.38	14.995565	30.032251
4.3802	14.995565	30.035311
4.3804	14.99429	30.023073
4.3806	14.998753	30.024603
4.3808	14.993652	30.024603
4.381	14.995565	30.018484
4.3812	14.994927	30.020014
4.3814	14.995565	30.026133
4.3816	14.993652	30.018484
4.3818	14.997478	30.027662
4.382	14.994927	30.024603
4.3822	14.995565	30.032251
4.3824	14.99429	30.027662
4.3826	14.998116	29.291903
4.3828	14.99174	28.430714
4.383	15.000666	27.460918
4.3832	14.99429	27.439503
4.3834	14.998116	26.813879
4.3836	14.993652	26.532423
4.3838	14.999391	25.805841
4.384	14.994927	25.810431
4.3842	14.996202	25.807371
4.3844	14.993652	26.224964
4.3846	14.996202	26.729748
4.3848	14.994927	27.162638
4.385	14.995565	28.000883
4.3852	14.995565	28.005472
4.3854	14.998116	29.031864
4.3856	14.995565	29.920588
4.3858	14.99429	30.018484
4.386	14.994927	30.021544
4.3862	14.99429	30.024603
4.3864	14.998116	30.021544
4.3866	14.995565	30.023073
4.3868	14.994927	30.021544
4.387	14.99684	30.020014
4.3872	14.995565	30.016954
4.3874	14.993652	30.023073
4.3876	14.996202	30.021544
4.3878	14.99429	30.024603
4.388	14.99429	30.020014
4.3882	14.997478	30.027662
4.3884	14.996202	30.026133
4.3886	14.992377	30.023073
4.3888	14.996202	30.020014
4.389	14.99429	30.021544
4.3892	14.99684	30.029192
4.3894	14.993652	30.020014
4.3896	14.996202	30.024603
4.3898	14.993652	30.015425
4.39	14.99684	30.018484
4.3902	14.993015	30.027662
4.3904	14.99684	30.024603
4.3906	14.994927	30.020014
4.3908	14.996202	30.023073
4.391	14.995565	30.030722
4.3912	14.995565	30.029192
4.3914	14.99684	30.021544
4.3916	14.995565	30.023073
4.3918	14.992377	30.023073
4.392	14.99684	30.026133
4.3922	14.995565	30.016954
4.3924	14.995565	30.018484
4.3926	14.993015	29.709496
4.3928	14.997478	28.914082
4.393	14.994927	27.872393
4.3932	14.992377	27.854036
4.3934	14.993652	27.236061
4.3936	14.994927	26.876595
4.3938	14.993652	26.530893
4.394	14.99684	26.602787
4.3942	14.993015	26.605846
4.3944	14.993015	26.879654
4.3946	14.994927	27.304893
4.3948	14.994927	27.722486
4.395	14.993015	28.683104
4.3952	14.99429	28.707579
4.3954	14.993652	29.495346
4.3956	14.99684	30.023073
4.3958	14.998116	30.023073
4.396	14.995565	30.023073
4.3962	14.994927	30.021544
4.3964	15.000028	30.024603
4.3966	14.997478	30.029192
4.3968	14.994927	30.024603
4.397	14.994927	30.026133
4.3972	14.995565	30.018484
4.3974	14.993015	30.020014
4.3976	14.998753	30.024603
4.3978	14.992377	30.026133
4.398	14.99684	30.016954
4.3982	14.993015	30.013895
4.3984	14.997478	30.023073
4.3986	14.996202	30.018484
4.3988	14.994927	30.020014
4.399	14.99429	30.020014
4.3992	14.995565	30.020014
4.3994	14.996202	30.021544
4.3996	14.995565	30.024603
4.3998	14.997478	30.023073
4.4	14.99174	30.027662
4.4002	14.998753	30.021544
4.4004	14.99174	30.020014
4.4006	14.995565	30.024603
4.4008	14.993015	30.016954
4.401	14.993015	30.024603
4.4012	14.996202	30.023073
4.4014	14.997478	30.027662
4.4016	14.993015	30.023073
4.4018	14.994927	30.024603
4.402	14.99684	30.021544
4.4022	14.99174	30.029192
4.4024	14.993652	30.024603
4.4026	14.994927	29.929766
4.4028	14.994927	29.190947
4.403	14.996202	28.429184
4.4032	14.99684	28.416946
4.4034	14.998753	27.852507
4.4036	14.993652	27.370668
4.4038	14.998753	27.02191
4.404	14.995565	27.014261
4.4042	14.993015	27.01885
4.4044	14.99429	27.450211
4.4046	14.99429	27.733194
4.4048	14.995565	28.146198
4.405	14.997478	28.967619
4.4052	14.99429	28.979856
4.4054	14.993652	29.764563
4.4056	14.991102	30.020014
4.4058	14.997478	30.030722
4.406	14.992377	30.023073
4.4062	14.998753	30.026133
4.4064	14.994927	30.023073
4.4066	14.994927	30.020014
4.4068	14.995565	30.016954
4.407	14.995565	30.020014
4.4072	14.996202	30.026133
4.4074	14.99429	30.029192
4.4076	14.993015	30.027662
4.4078	14.996202	30.027662
4.408	14.993652	30.026133
4.4082	14.996202	30.021544
4.4084	14.99429	30.021544
4.4086	14.994927	30.020014
4.4088	14.994927	30.029192
4.409	14.994927	30.021544
4.4092	14.995565	30.021544
4.4094	14.99684	30.021544
4.4096	14.992377	30.023073
4.4098	14.995565	30.018484
4.41	14.998753	30.023073
4.4102	14.996202	30.016954
4.4104	14.994927	30.012365
4.4106	14.998116	30.020014
4.4108	14.991102	30.026133
4.411	14.994927	30.021544
4.4112	14.996202	30.024603
4.4114	14.993015	30.024603
4.4116	14.994927	30.023073
4.4118	14.994927	30.026133
4.412	14.996202	30.026133
4.4122	14.995565	30.021544
4.4124	14.997478	30.021544
4.4126	14.993652	29.764563
4.4128	14.99684	28.985973
4.413	14.993652	28.22727
4.4132	14.995565	28.208914
4.4134	14.99429	27.855566
4.4136	14.997478	27.450211
4.4138	14.993015	27.162638
4.414	14.997478	27.231472
4.4142	14.995565	27.234531
4.4144	14.995565	27.730135
4.4146	14.99429	28.066658
4.4148	14.996202	28.704519
4.415	14.996202	29.441809
4.4152	14.998753	29.968006
4.4154	14.99429	30.029192
4.4156	14.997478	30.016954
4.4158	14.993015	30.018484
4.416	14.99429	30.027662
4.4162	14.992377	30.024603
4.4164	14.99684	30.026133
4.4166	14.992377	30.026133
4.4168	14.997478	30.030722
4.417	14.999391	30.023073
4.4172	15.000028	30.024603
4.4174	14.995565	30.024603
4.4176	14.996202	30.030722
4.4178	14.995565	30.016954
4.418	14.992377	30.024603
4.4182	14.997478	30.013895
4.4184	14.995565	30.018484
4.4186	14.99429	30.026133
4.4188	14.993652	30.021544
4.419	14.993015	30.023073
4.4192	14.997478	30.021544
4.4194	14.994927	30.024603
4.4196	14.99174	30.029192
4.4198	14.999391	30.032251
4.42	14.992377	30.018484
4.4202	14.996202	30.029192
4.4204	14.99174	30.020014
4.4206	14.99429	30.018484
4.4208	14.99429	30.020014
4.421	14.99684	30.018484
4.4212	14.994927	30.021544
4.4214	14.994927	30.023073
4.4216	14.994927	30.021544
4.4218	14.996202	30.021544
4.422	14.992377	30.029192
4.4222	14.998116	30.027662
4.4224	14.993652	30.029192
4.4226	14.996202	29.810453
4.4228	14.99429	29.13129
4.423	14.99429	28.438362
4.4232	14.994927	28.416946
4.4234	14.99684	27.999353
4.4236	14.994927	27.71637
4.4238	14.998116	27.512926
4.424	14.993015	27.644476
4.4242	14.996202	27.653654
4.4244	14.994927	28.005472
4.4246	14.995565	28.432243
4.4248	14.996202	29.077753
4.425	14.998116	29.755386
4.4252	14.99429	30.003187
4.4254	14.993015	30.026133
4.4256	14.993015	30.020014
4.4258	14.99684	30.023073
4.426	14.994927	30.026133
4.4262	14.996202	30.023073
4.4264	14.994927	30.016954
4.4266	14.993652	30.027662
4.4268	14.993015	30.020014
4.427	14.994927	30.024603
4.4272	14.996202	30.023073
4.4274	14.992377	30.024603
4.4276	14.99174	30.023073
4.4278	14.992377	30.023073
4.428	14.99684	30.026133
4.4282	14.993652	30.024603
4.4284	14.995565	30.016954
4.4286	14.995565	30.027662
4.4288	14.996202	30.027662
4.429	14.992377	30.023073
4.4292	14.996202	30.023073
4.4294	14.995565	30.021544
4.4296	14.994927	30.026133
4.4298	14.997478	30.016954
4.43	14.998116	30.023073
4.4302	14.997478	30.027662
4.4304	14.993015	30.016954
4.4306	14.993015	30.030722
4.4308	14.996202	30.029192
4.431	14.998753	30.030722
4.4312	14.993015	30.020014
4.4314	14.993652	30.026133
4.4316	14.994927	30.020014
4.4318	14.993652	30.023073
4.432	14.99429	30.018484
4.4322	14.996202	30.016954
4.4324	14.99174	30.023073
4.4326	14.99684	30.023073
4.4328	14.993652	29.287313
4.433	14.996202	28.857485
4.4332	14.996202	28.843718
4.4334	14.996202	28.496489
4.4336	14.99429	28.071247
4.4338	14.995565	27.791321
4.434	14.99429	27.932049
4.4342	14.995565	27.936638
4.4344	14.99429	28.433773
4.4346	14.996202	28.840658
4.4348	14.993652	29.340851
4.435	14.99684	30.023073
4.4352	14.993015	30.018484
4.4354	14.99684	30.013895
4.4356	14.994927	30.023073
4.4358	14.99429	30.024603
4.436	14.99429	30.023073
4.4362	14.996202	30.016954
4.4364	14.99684	30.020014
4.4366	14.99684	30.021544
4.4368	14.993015	30.026133
4.437	14.996202	30.024603
4.4372	14.99684	30.023073
4.4374	14.997478	30.030722
4.4376	14.99684	30.026133
4.4378	14.99684	30.021544
4.438	14.993652	30.018484
4.4382	14.996202	30.026133
4.4384	14.99429	30.024603
4.4386	15.000028	30.024603
4.4388	14.994927	30.027662
4.439	14.99684	30.021544
4.4392	14.994927	30.015425
4.4394	14.997478	30.018484
4.4396	14.996202	30.016954
4.4398	14.99684	30.027662
4.44	14.99429	30.023073
4.4402	14.998753	30.029192
4.4404	14.998116	30.026133
4.4406	14.995565	30.026133
4.4408	14.991102	30.023073
4.441	14.994927	30.020014
4.4412	14.99429	30.020014
4.4414	14.993652	30.026133
4.4416	14.998116	30.032251
4.4418	14.994927	30.026133
4.442	14.996202	30.020014
4.4422	14.99684	30.026133
4.4424	14.99429	30.018484
4.4426	14.994927	30.026133
4.4428	14.994927	29.446398
4.443	14.99684	28.985973
4.4432	14.994927	28.976797
4.4434	14.994927	28.354231
4.4436	14.994927	28.066658
4.4438	14.99429	27.92593
4.444	14.996202	28.26857
4.4442	14.993652	28.283867
4.4444	14.995565	28.560732
4.4446	15.000028	28.976797
4.4448	14.996202	29.611599
4.445	14.996202	30.029192
4.4452	14.995565	30.030722
4.4454	14.992377	30.021544
4.4456	14.99429	30.026133
4.4458	14.994927	30.021544
4.446	14.995565	30.024603
4.4462	14.99429	30.013895
4.4464	14.998116	30.026133
4.4466	15.000666	30.026133
4.4468	14.995565	30.024603
4.447	14.99429	30.027662
4.4472	14.995565	30.023073
4.4474	14.996202	30.023073
4.4476	14.993652	30.018484
4.4478	14.993652	30.020014
4.448	14.995565	30.026133
4.4482	14.99684	30.030722
4.4484	14.993652	30.024603
4.4486	14.996202	30.029192
4.4488	14.99429	30.020014
4.449	14.996202	30.018484
4.4492	14.99684	30.024603
4.4494	14.992377	30.020014
4.4496	14.998116	30.020014
4.4498	14.997478	30.029192
4.45	14.996202	30.027662
4.4502	14.99429	30.026133
4.4504	14.99684	30.027662
4.4506	14.99429	30.026133
4.4508	14.996202	30.018484
4.451	14.993652	30.027662
4.4512	14.994927	30.030722
4.4514	14.995565	30.023073
4.4516	14.99684	30.026133
4.4518	14.992377	30.026133
4.452	14.998753	30.018484
4.4522	14.994927	30.026133
4.4524	14.995565	30.027662
4.4526	14.992377	30.020014
4.4528	14.995565	29.34697
4.453	14.993652	28.79018
4.4532	14.997478	28.773354
4.4534	14.992377	28.565321
4.4536	14.993652	28.147728
4.4538	14.996202	27.928989
4.454	14.99684	28.205854
4.4542	14.998116	28.208914
4.4544	14.993652	28.563791
4.4546	14.993015	29.028805
4.4548	14.998116	29.506054
4.455	14.995565	30.027662
4.4552	14.993015	30.024603
4.4554	14.99429	30.023073
4.4556	14.995565	30.026133
4.4558	14.998116	30.024603
4.456	14.993015	30.023073
4.4562	14.996202	30.018484
4.4564	14.991102	30.027662
4.4566	14.995565	30.029192
4.4568	14.996202	30.029192
4.457	14.993652	30.024603
4.4572	14.992377	30.027662
4.4574	14.99429	30.020014
4.4576	14.99429	30.023073
4.4578	14.999391	30.021544
4.458	14.99174	30.024603
4.4582	14.997478	30.021544
4.4584	14.995565	30.020014
4.4586	14.99684	30.029192
4.4588	14.995565	30.023073
4.459	14.992377	30.030722
4.4592	14.99429	30.024603
4.4594	14.998116	30.021544
4.4596	14.989827	30.026133
4.4598	14.99684	30.018484
4.46	14.99429	30.020014
4.4602	14.99684	30.021544
4.4604	14.996202	30.029192
4.4606	14.996202	30.026133
4.4608	14.992377	30.027662
4.461	15.000666	30.024603
4.4612	14.99684	30.023073
4.4614	14.993652	30.023073
4.4616	14.993015	30.026133
4.4618	14.995565	30.027662
4.462	14.99174	30.021544
4.4622	14.997478	30.023073
4.4624	14.996202	30.029192
4.4626	14.994927	29.600891
4.4628	14.994927	28.975267
4.463	14.99684	28.363409
4.4632	14.996202	28.345053
4.4634	14.99429	27.999353
4.4636	15.000028	27.512926
4.4638	14.995565	27.229942
4.464	14.996202	27.635298
4.4642	14.99684	27.646006
4.4644	14.993015	27.938168
4.4646	14.99684	28.424595
4.4648	14.994927	29.025745
4.465	14.996202	29.747738
4.4652	14.99429	29.989422
4.4654	14.99429	30.026133
4.4656	14.994927	30.023073
4.4658	14.994927	30.021544
4.466	14.997478	30.029192
4.4662	14.993652	30.024603
4.4664	14.995565	30.023073
4.4666	14.99429	30.023073
4.4668	14.99684	30.026133
4.467	14.992377	30.023073
4.4672	14.998116	30.026133
4.4674	14.99174	30.024603
4.4676	14.998116	30.024603
4.4678	14.996202	30.023073
4.468	14.994927	30.026133
4.4682	14.993015	30.023073
4.4684	15.000028	30.024603
4.4686	14.992377	30.024603
4.4688	14.996202	30.013895
4.469	14.994927	30.021544
4.4692	14.99684	30.023073
4.4694	14.996202	30.012365
4.4696	14.997478	30.026133
4.4698	14.995565	30.027662
4.47	14.998116	30.026133
4.4702	14.994927	30.027662
4.4704	14.994927	30.023073
4.4706	14.995565	30.016954
4.4708	14.993652	30.024603
4.471	14.994927	30.023073
4.4712	14.993015	30.023073
4.4714	14.994927	30.026133
4.4716	14.993652	30.023073
4.4718	14.998116	30.015425
4.472	14.992377	30.026133
4.4722	14.994927	30.018484
4.4724	14.99684	30.030722
4.4726	14.993652	29.818102
4.4728	14.99174	29.025745
4.473	14.997478	28.380236
4.4732	14.992377	28.352701
4.4734	14.994927	27.936638
4.4736	14.996202	27.525164
4.4738	14.99684	27.373728
4.474	14.994927	27.505278
4.4742	14.997478	27.514456
4.4744	14.994927	27.861685
4.4746	14.997478	28.35729
4.4748	14.994927	29.036453
4.475	14.99684	29.741619
4.4752	14.997478	29.984833
4.4754	14.998116	30.021544
4.4756	14.996202	30.023073
4.4758	14.993015	30.023073
4.476	14.99684	30.023073
4.4762	14.995565	30.023073
4.4764	14.996202	30.033781
4.4766	14.994927	30.024603
4.4768	14.99429	30.030722
4.477	14.997478	30.018484
4.4772	14.994927	30.023073
4.4774	14.995565	30.023073
4.4776	14.997478	30.021544
4.4778	14.995565	30.016954
4.478	14.997478	30.020014
4.4782	14.994927	30.026133
4.4784	14.99684	30.023073
4.4786	14.992377	30.023073
4.4788	14.99684	30.023073
4.479	14.994927	30.024603
4.4792	14.996202	30.024603
4.4794	14.996202	30.026133
4.4796	14.995565	30.029192
4.4798	14.99429	30.023073
4.48	14.99684	30.018484
4.4802	14.99429	30.026133
4.4804	14.998116	30.020014
4.4806	14.994927	30.024603
4.4808	14.994927	30.016954
4.481	14.993015	30.024603
4.4812	14.998753	30.023073
4.4814	14.991102	30.023073
4.4816	14.995565	30.029192
4.4818	14.992377	30.018484
4.482	14.99684	30.024603
4.4822	14.99684	30.026133
4.4824	14.99429	30.021544
4.4826	14.993652	29.233776
4.4828	14.999391	28.354231
4.483	14.995565	27.809677
4.4832	14.996202	27.788261
4.4834	14.993015	27.431854
4.4836	14.99684	27.089214
4.4838	14.99174	27.023439
4.484	14.999391	27.294188
4.4842	14.99174	27.298777
4.4844	14.998116	27.655184
4.4846	14.992377	28.218092
4.4848	14.997478	28.914082
4.485	14.993015	29.747738
4.4852	14.994927	29.978714
4.4854	14.994927	30.015425
4.4856	14.999391	30.020014
4.4858	14.994927	30.015425
4.486	14.996202	30.020014
4.4862	14.996202	30.021544
4.4864	14.99684	30.024603
4.4866	14.993015	30.018484
4.4868	14.994927	30.024603
4.487	14.993652	30.023073
4.4872	14.99684	30.024603
4.4874	14.997478	30.026133
4.4876	14.994927	30.026133
4.4878	14.990465	30.021544
4.488	14.995565	30.027662
4.4882	14.994927	30.023073
4.4884	14.998116	30.018484
4.4886	14.997478	30.027662
4.4888	14.996202	30.013895
4.489	14.993652	30.024603
4.4892	14.996202	30.024603
4.4894	14.993652	30.021544
4.4896	14.998116	30.020014
4.4898	14.995565	30.023073
4.49	14.99684	30.024603
4.4902	14.995565	30.027662
4.4904	14.993652	30.021544
4.4906	14.99684	30.016954
4.4908	14.99429	30.020014
4.491	14.994927	30.020014
4.4912	14.994927	30.021544
4.4914	14.994927	30.029192
4.4916	14.998116	30.020014
4.4918	15.000666	30.024603
4.492	14.992377	30.026133
4.4922	14.999391	30.015425
4.4924	14.992377	30.024603
4.4926	14.99429	29.34697
4.4928	14.993652	28.501076
4.493	14.994927	27.88616
4.4932	14.993652	27.857096
4.4934	14.997478	27.369139
4.4936	14.994927	27.024969
4.4938	14.994927	26.956135
4.494	14.993652	27.15346
4.4942	14.998753	27.156519
4.4944	14.995565	27.586349
4.4946	14.99684	28.074306
4.4948	14.993015	28.846777
4.495	14.996202	29.683493
4.4952	14.99684	29.957298
4.4954	14.99429	30.024603
4.4956	14.997478	30.026133
4.4958	14.996202	30.021544
4.496	14.994927	30.024603
4.4962	14.99684	30.023073
4.4964	14.994927	30.020014
4.4966	14.998116	30.027662
4.4968	14.995565	30.023073
4.497	14.993652	30.016954
4.4972	14.995565	30.018484
4.4974	14.995565	30.020014
4.4976	14.99684	30.021544
4.4978	14.997478	30.021544
4.498	14.996202	30.016954
4.4982	14.995565	30.027662
4.4984	14.994927	30.024603
4.4986	14.993652	30.026133
4.4988	14.99684	30.023073
4.499	14.995565	30.023073
4.4992	14.99684	30.026133
4.4994	14.994927	30.024603
4.4996	14.99429	30.026133
4.4998	14.995565	30.026133
4.5	14.994927	30.020014
4.5002	14.995565	30.026133
4.5004	14.995565	30.015425
4.5006	14.994927	30.024603
4.5008	14.993015	30.018484
4.501	14.996202	30.023073
4.5012	14.99684	30.026133
4.5014	14.993015	30.026133
4.5016	14.996202	30.026133
4.5018	14.993652	30.016954
4.502	14.994927	30.018484
4.5022	14.99684	30.029192
4.5024	14.99174	29.655958
4.5026	14.992377	28.911022
4.5028	14.998116	28.000883
4.503	14.99684	27.401262
4.5032	14.996202	27.367609
4.5034	14.993652	27.023439
4.5036	14.999391	26.667032
4.5038	14.996202	26.599728
4.504	14.997478	26.867416
4.5042	14.995565	26.878124
4.5044	14.997478	27.304893
4.5046	14.993652	27.788261
4.5048	14.998116	28.69993
4.505	14.992377	29.628426
4.5052	14.999391	29.942001
4.5054	14.995565	30.021544
4.5056	14.996202	30.029192
4.5058	14.99429	30.016954
4.506	14.998116	30.026133
4.5062	14.993652	30.021544
4.5064	14.998753	30.018484
4.5066	14.995565	30.027662
4.5068	14.99429	30.029192
4.507	14.991102	30.026133
4.5072	14.996202	30.029192
4.5074	14.996202	30.021544
4.5076	14.998116	30.026133
4.5078	14.99174	30.020014
4.508	14.99429	30.021544
4.5082	14.993015	30.029192
4.5084	14.99684	30.018484
4.5086	14.993652	30.026133
4.5088	14.997478	30.016954
4.509	14.99174	30.027662
4.5092	14.99684	30.016954
4.5094	14.996202	30.027662
4.5096	14.995565	30.023073
4.5098	14.996202	30.024603
4.51	14.997478	30.020014
4.5102	14.993015	30.023073
4.5104	14.99684	30.024603
4.5106	14.993015	30.023073
4.5108	14.99684	30.027662
4.511	14.998753	30.020014
4.5112	14.996202	30.021544
4.5114	14.995565	30.026133
4.5116	14.99429	30.026133
4.5118	14.99429	30.024603
4.512	14.994927	30.021544
4.5122	14.993652	30.018484
4.5124	14.995565	29.60854
4.5126	14.99684	28.559204
4.5128	14.998116	27.722486
4.513	14.994927	27.188641
4.5132	14.998753	27.156519
4.5134	14.995565	27.023439
4.5136	14.995565	26.462061
4.5138	14.99684	26.532423
4.514	14.993652	26.792463
4.5142	14.995565	26.806231
4.5144	14.995565	27.164167
4.5146	14.996202	27.935108
4.5148	14.993015	28.764175
4.515	14.993652	29.478519
4.5152	14.99429	29.889994
4.5154	14.99684	30.026133
4.5156	14.99684	30.020014
4.5158	14.994927	30.023073
4.516	14.99684	30.026133
4.5162	14.992377	30.020014
4.5164	14.99429	30.024603
4.5166	14.993652	30.023073
4.5168	14.993015	30.018484
4.517	14.994927	30.018484
4.5172	14.99429	30.021544
4.5174	14.994927	30.020014
4.5176	14.993015	30.020014
4.5178	14.99684	30.016954
4.518	14.99429	30.024603
4.5182	14.998753	30.018484
4.5184	14.99174	30.021544
4.5186	14.992377	30.026133
4.5188	14.993652	30.026133
4.519	14.998753	30.023073
4.5192	14.995565	30.016954
4.5194	14.99684	30.030722
4.5196	14.990465	30.023073
4.5198	14.99684	30.018484
4.52	14.996202	30.026133
4.5202	14.996202	30.030722
4.5204	14.994927	30.020014
4.5206	14.996202	30.021544
4.5208	14.996202	30.024603
4.521	14.999391	30.018484
4.5212	14.991102	30.024603
4.5214	14.996202	30.020014
4.5216	14.99684	30.026133
4.5218	14.99429	30.032251
4.522	14.991102	30.023073
4.5222	14.997478	30.016954
4.5224	14.994927	29.239895
4.5226	14.99684	28.208914
4.5228	14.997478	27.441032
4.523	14.997478	27.037207
4.5232	14.994927	27.02038
4.5234	14.993015	26.738926
4.5236	14.993652	26.302977
4.5238	14.994927	26.384048
4.524	14.992377	26.790934
4.5242	14.995565	26.816938
4.5244	14.993652	27.234531
4.5246	14.994927	27.870863
4.5248	14.991102	28.70299
4.525	14.995565	29.620777
4.5252	14.99429	29.926706
4.5254	14.992377	30.023073
4.5256	14.998116	30.027662
4.5258	14.998116	30.024603
4.526	14.993652	30.018484
4.5262	14.995565	30.023073
4.5264	14.994927	30.026133
4.5266	14.996202	30.021544
4.5268	14.996202	30.024603
4.527	14.99684	30.030722
4.5272	14.99684	30.021544
4.5274	14.994927	30.030722
4.5276	14.996202	30.020014
4.5278	14.995565	30.027662
4.528	14.997478	30.020014
4.5282	14.998116	30.016954
4.5284	14.99684	30.027662
4.5286	14.99174	30.018484
4.5288	14.99684	30.024603
4.529	14.99429	30.026133
4.5292	14.99684	30.013895
4.5294	14.993652	30.027662
4.5296	14.996202	30.029192
4.5298	14.994927	30.026133
4.53	14.994927	30.032251
4.5302	14.99429	30.0399
4.5304	14.99684	30.023073
4.5306	14.994927	30.032251
4.5308	14.998116	30.023073
4.531	14.994927	30.020014
4.5312	14.994927	30.024603
4.5314	14.995565	30.023073
4.5316	14.995565	30.027662
4.5318	14.996202	30.021544
4.532	14.996202	30.024603
4.5322	14.99429	30.024603
4.5324	14.996202	29.704906
4.5326	14.993652	28.842188
4.5328	14.99174	28.075836
4.533	14.996202	27.552696
4.5332	14.996202	27.511396
4.5334	14.996202	27.089214
4.5336	14.995565	26.743515
4.5338	14.99429	26.806231
4.534	14.996202	27.141222
4.5342	14.998116	27.159578
4.5344	14.99429	27.511396
4.5346	14.995565	28.010061
4.5348	15.000028	28.917141
4.535	14.995565	29.77986
4.5352	14.996202	29.968006
4.5354	14.995565	30.023073
4.5356	14.994927	30.029192
4.5358	14.996202	30.027662
4.536	14.993652	30.029192
4.5362	14.996202	30.030722
4.5364	14.994927	30.033781
4.5366	14.994927	30.018484
4.5368	14.993652	30.020014
4.537	14.995565	30.021544
4.5372	14.992377	30.024603
4.5374	14.993015	30.024603
4.5376	14.995565	30.027662
4.5378	14.994927	30.026133
4.538	14.995565	30.030722
4.5382	14.994927	30.024603
4.5384	14.994927	30.020014
4.5386	14.997478	30.021544
4.5388	14.993652	30.021544
4.539	14.99684	30.026133
4.5392	14.993015	30.020014
4.5394	14.99684	30.026133
4.5396	14.995565	30.020014
4.5398	14.998116	30.026133
4.54	14.99429	30.012365
4.5402	14.999391	30.021544
4.5404	14.996202	30.016954
4.5406	14.996202	30.020014
4.5408	14.993652	30.021544
4.541	15.000666	30.026133
4.5412	14.99429	30.026133
4.5414	14.998753	30.026133
4.5416	14.993015	30.026133
4.5418	14.998753	30.016954
4.542	14.996202	30.021544
4.5422	15.000028	30.021544
4.5424	14.99684	29.449457
4.5426	14.997478	28.48731
4.5428	14.994927	27.655184
4.543	14.995565	27.32478
4.5432	14.995565	27.298777
4.5434	14.99684	26.945427
4.5436	14.99429	26.673151
4.5438	14.995565	26.674681
