Time (s)	Counter ()	ยว 2 (mm)
2.1718	14.994927	30.012365
2.172	14.998116	30.027662
2.1722	14.994927	30.024603
2.1724	14.99429	30.029192
2.1726	14.995565	30.020014
2.1728	14.996202	30.026133
2.173	14.99684	30.027662
2.1732	14.992377	30.021544
2.1734	14.998116	30.024603
2.1736	14.99684	30.023073
2.1738	14.998753	30.033781
2.174	14.993652	30.016954
2.1742	14.99429	30.013895
2.1744	14.994927	30.023073
2.1746	14.997478	30.024603
2.1748	14.99174	30.024603
2.175	14.99684	30.029192
2.1752	14.99429	30.020014
2.1754	14.996202	30.030722
2.1756	14.99684	30.030722
2.1758	14.99684	30.024603
2.176	14.993015	30.018484
2.1762	14.994927	29.388271
2.1764	14.995565	28.352701
2.1766	14.996202	27.587879
2.1768	14.998753	27.162638
2.177	14.994927	27.083096
2.1772	14.99429	26.879654
2.1774	14.996202	26.737396
2.1776	14.99429	26.813879
2.1778	14.994927	27.060152
2.178	14.994927	27.095333
2.1782	14.99429	27.512926
2.1784	14.99429	28.289986
2.1786	14.99684	29.233776
2.1788	14.994927	29.894583
2.179	14.995565	29.986362
2.1792	14.993015	30.024603
2.1794	14.99174	30.023073
2.1796	14.994927	30.024603
2.1798	14.996202	30.024603
2.18	14.993015	30.015425
2.1802	14.999391	30.026133
2.1804	14.993652	30.026133
2.1806	14.998753	30.033781
2.1808	14.996202	30.024603
2.181	14.99684	30.020014
2.1812	14.993015	30.026133
2.1814	14.997478	30.032251
2.1816	14.99174	30.023073
2.1818	14.99684	30.023073
2.182	14.993652	30.023073
2.1822	14.998116	30.029192
2.1824	14.99429	30.024603
2.1826	14.997478	30.027662
2.1828	14.99174	30.024603
2.183	14.997478	30.024603
2.1832	14.992377	30.024603
2.1834	14.99174	30.020014
2.1836	14.993652	30.018484
2.1838	14.998116	30.020014
2.184	14.993652	30.024603
2.1842	14.996202	30.020014
2.1844	14.99174	30.023073
2.1846	14.99429	30.024603
2.1848	14.995565	30.016954
2.185	14.996202	30.021544
2.1852	14.993652	30.023073
2.1854	14.99684	30.021544
2.1856	14.993015	30.021544
2.1858	14.995565	30.026133
2.186	14.993015	30.026133
2.1862	14.994927	29.446398
2.1864	14.99684	28.565321
2.1866	14.996202	27.857096
2.1868	14.98919	27.503748
2.187	14.993652	27.442562
2.1872	14.993652	27.086155
2.1874	14.99684	26.601257
2.1876	14.99684	26.812349
2.1878	14.992377	27.222294
2.188	14.993652	27.298777
2.1882	14.992377	27.79591
2.1884	14.995565	28.498018
2.1886	14.992377	29.186357
2.1888	14.997478	30.023073
2.189	14.992377	30.029192
2.1892	15.000666	30.015425
2.1894	14.99429	30.026133
2.1896	14.993015	30.024603
2.1898	14.99684	30.023073
2.19	14.995565	30.024603
2.1902	14.995565	30.021544
2.1904	14.994927	30.016954
2.1906	14.99174	30.023073
2.1908	14.995565	30.023073
2.191	14.995565	30.016954
2.1912	14.996202	30.023073
2.1914	14.996202	30.020014
2.1916	14.998116	30.016954
2.1918	14.994927	30.026133
2.192	14.99684	30.029192
2.1922	14.994927	30.023073
2.1924	14.994927	30.024603
2.1926	14.994927	30.027662
2.1928	14.99429	30.020014
2.193	14.99429	30.026133
2.1932	14.994927	30.027662
2.1934	14.99684	30.021544
2.1936	14.99429	30.018484
2.1938	14.99684	30.024603
2.194	14.993652	30.020014
2.1942	14.995565	30.023073
2.1944	14.99174	30.018484
2.1946	14.994927	30.027662
2.1948	14.99429	30.029192
2.195	14.993015	30.020014
2.1952	14.994927	30.023073
2.1954	14.994927	30.027662
2.1956	14.994927	30.015425
2.1958	14.998116	30.021544
2.196	14.993652	30.024603
2.1962	14.99429	29.758446
2.1964	14.994927	28.918671
2.1966	14.997478	28.277748
2.1968	14.993652	27.9244
2.197	14.99684	27.863214
2.1972	14.993652	27.442562
2.1974	14.99684	27.225353
2.1976	14.992377	27.439503
2.1978	14.996202	27.737783
2.198	14.992377	27.789791
2.1982	14.998753	28.22574
2.1984	14.992377	28.843718
2.1986	14.996202	29.558062
2.1988	14.99174	30.026133
2.199	14.997478	30.029192
2.1992	14.994927	30.032251
2.1994	14.99429	30.020014
2.1996	14.990465	30.018484
2.1998	14.996202	30.026133
2.2	14.995565	30.018484
2.2002	14.995565	30.024603
2.2004	14.991102	30.015425
2.2006	14.998116	30.016954
2.2008	14.994927	30.024603
2.201	14.993015	30.023073
2.2012	14.995565	30.029192
2.2014	14.993652	30.027662
2.2016	14.994927	30.020014
2.2018	14.997478	30.023073
2.202	14.998753	30.020014
2.2022	14.99429	30.024603
2.2024	14.998753	30.024603
2.2026	14.996202	30.021544
2.2028	14.99684	30.016954
2.203	14.994927	30.027662
2.2032	14.995565	30.029192
2.2034	14.99684	30.024603
2.2036	14.997478	30.035311
2.2038	14.99429	30.020014
2.204	14.994927	30.021544
2.2042	14.997478	30.023073
2.2044	14.996202	30.021544
2.2046	14.993652	30.024603
2.2048	14.996202	30.023073
2.205	14.993652	30.024603
2.2052	14.993652	30.024603
2.2054	14.997478	30.023073
2.2056	14.996202	30.010836
2.2058	14.991102	30.018484
2.206	14.997478	30.021544
2.2062	14.992377	29.813513
2.2064	14.995565	29.082342
2.2066	14.994927	28.35882
2.2068	14.998753	27.951935
2.207	14.995565	27.857096
2.2072	14.997478	27.370668
2.2074	14.993652	27.229942
2.2076	14.994927	27.303364
2.2078	14.997478	27.476215
2.208	14.998116	27.508337
2.2082	14.991102	27.858625
2.2084	14.996202	28.496489
2.2086	14.99684	29.34544
2.2088	14.996202	30.020014
2.209	14.99684	30.020014
2.2092	14.993652	30.030722
2.2094	14.993652	30.016954
2.2096	14.993015	30.020014
2.2098	14.996202	30.024603
2.21	14.997478	30.020014
2.2102	14.99684	30.023073
2.2104	14.99174	30.030722
2.2106	14.998116	30.018484
2.2108	14.994927	30.020014
2.211	14.995565	30.021544
2.2112	14.993652	30.024603
2.2114	14.995565	30.027662
2.2116	14.993652	30.024603
2.2118	14.997478	30.020014
2.212	14.99429	30.023073
2.2122	14.995565	30.023073
2.2124	14.993652	30.030722
2.2126	14.99684	30.029192
2.2128	14.99429	30.024603
2.213	14.992377	30.027662
2.2132	14.997478	30.023073
2.2134	14.993652	30.021544
2.2136	14.992377	30.023073
2.2138	14.998753	30.018484
2.214	14.992377	30.018484
2.2142	14.996202	30.016954
2.2144	14.99429	30.021544
2.2146	14.997478	30.018484
2.2148	14.992377	30.027662
2.215	14.998753	30.016954
2.2152	14.992377	30.027662
2.2154	14.993015	30.029192
2.2156	14.994927	30.030722
2.2158	14.995565	30.024603
2.216	14.993652	30.026133
2.2162	14.998116	29.704906
2.2164	14.99429	29.033394
2.2166	14.99684	28.432243
2.2168	14.99429	27.971819
2.217	14.997478	27.861685
2.2172	14.995565	27.58176
2.2174	14.996202	27.366079
2.2176	14.993015	27.517515
2.2178	14.994927	27.906044
2.218	14.991102	28.007002
2.2182	14.994927	28.494959
2.2184	14.996202	29.13282
2.2186	14.993652	29.808924
2.2188	14.997478	30.021544
2.219	14.994927	30.026133
2.2192	14.995565	30.024603
2.2194	14.995565	30.023073
2.2196	14.99684	30.020014
2.2198	14.996202	30.023073
2.22	14.99684	30.018484
2.2202	14.995565	30.021544
2.2204	14.99684	30.020014
2.2206	14.98919	30.018484
2.2208	14.997478	30.021544
2.221	14.99684	30.021544
2.2212	14.996202	30.026133
2.2214	14.999391	30.021544
2.2216	14.999391	30.024603
2.2218	14.995565	30.018484
2.222	14.995565	30.021544
2.2222	14.992377	30.021544
2.2224	14.995565	30.023073
2.2226	14.99684	30.018484
2.2228	14.993652	30.023073
2.223	14.992377	30.024603
2.2232	14.999391	30.029192
2.2234	14.996202	30.027662
2.2236	14.995565	30.027662
2.2238	14.99429	30.027662
2.224	14.996202	30.029192
2.2242	14.990465	30.020014
2.2244	14.998116	30.029192
2.2246	14.995565	30.032251
2.2248	14.998116	30.030722
2.225	14.995565	30.024603
2.2252	14.992377	30.015425
2.2254	14.995565	30.023073
2.2256	14.997478	30.020014
2.2258	14.99429	30.023073
2.226	14.994927	30.021544
2.2262	14.99684	29.701847
2.2264	14.99174	29.083872
2.2266	14.996202	28.49037
2.2268	14.997478	28.013121
2.227	14.992377	27.850977
2.2272	14.998116	27.659773
2.2274	14.994927	27.306423
2.2276	14.993652	27.589409
2.2278	14.996202	27.904514
2.228	14.993652	28.002413
2.2282	14.993652	28.35729
2.2284	14.999391	28.981384
2.2286	14.989827	29.755386
2.2288	14.993652	30.023073
2.229	14.996202	30.016954
2.2292	14.991102	30.023073
2.2294	14.993652	30.030722
2.2296	14.996202	30.023073
2.2298	14.99429	30.024603
2.23	14.993015	30.029192
2.2302	14.997478	30.026133
2.2304	14.99684	30.024603
2.2306	14.996202	30.021544
2.2308	14.992377	30.018484
2.231	14.993015	30.018484
2.2312	14.997478	30.026133
2.2314	14.997478	30.023073
2.2316	14.99174	30.029192
2.2318	14.997478	30.030722
2.232	14.99174	30.024603
2.2322	15.000028	30.023073
2.2324	14.995565	30.021544
2.2326	14.997478	30.024603
2.2328	14.99684	30.027662
2.233	14.996202	30.023073
2.2332	14.994927	30.020014
2.2334	14.999391	30.027662
2.2336	14.994927	30.020014
2.2338	14.99684	30.020014
2.234	14.992377	30.021544
2.2342	14.998116	30.026133
2.2344	14.993015	30.026133
2.2346	14.99684	30.023073
2.2348	14.996202	30.029192
2.235	14.995565	30.024603
2.2352	14.993652	30.026133
2.2354	14.996202	30.024603
2.2356	14.994927	30.024603
2.2358	14.995565	30.023073
2.236	14.993015	30.023073
2.2362	14.994927	30.024603
2.2364	14.993015	29.282724
2.2366	14.99684	28.70299
2.2368	14.994927	28.340464
2.237	14.995565	28.205854
2.2372	14.991102	27.999353
2.2374	14.997478	27.708721
2.2376	14.995565	27.921341
2.2378	14.99684	28.135492
2.238	14.995565	28.218092
2.2382	14.993652	28.631096
2.2384	14.994927	29.296492
2.2386	14.993652	29.969536
2.2388	14.99429	30.026133
2.239	14.994927	30.024603
2.2392	14.99174	30.023073
2.2394	14.995565	30.018484
2.2396	14.995565	30.023073
2.2398	14.99429	30.020014
2.24	14.993652	30.026133
2.2402	14.997478	30.024603
2.2404	14.993652	30.016954
2.2406	14.993015	30.024603
2.2408	14.99684	30.030722
2.241	14.995565	30.021544
2.2412	14.996202	30.021544
2.2414	14.996202	30.032251
2.2416	14.994927	30.021544
2.2418	14.997478	30.026133
2.242	14.99174	30.023073
2.2422	14.994927	30.018484
2.2424	14.992377	30.024603
2.2426	14.995565	30.029192
2.2428	14.99429	30.020014
2.243	14.994927	30.026133
2.2432	14.993015	30.024603
2.2434	14.997478	30.023073
2.2436	14.995565	30.023073
2.2438	14.992377	30.021544
2.244	14.995565	30.027662
2.2442	14.993015	30.023073
2.2444	14.996202	30.027662
2.2446	14.994927	30.023073
2.2448	14.998116	30.015425
2.245	14.995565	30.024603
2.2452	14.997478	30.018484
2.2454	14.99429	30.012365
2.2456	14.995565	30.021544
2.2458	14.992377	30.021544
2.246	14.996202	30.026133
2.2462	14.993015	30.016954
2.2464	14.99684	29.405096
2.2466	14.993652	28.845247
2.2468	14.99684	28.588266
2.247	14.993015	28.498018
2.2472	14.998116	28.219622
2.2474	14.994927	28.007002
2.2476	14.997478	28.276218
2.2478	14.993015	28.545437
2.248	14.997478	28.626507
2.2482	14.994927	29.031864
2.2484	14.99429	29.553473
2.2486	14.993652	30.026133
2.2488	14.99684	30.016954
2.249	14.997478	30.026133
2.2492	14.993652	30.024603
2.2494	14.994927	30.027662
2.2496	14.995565	30.026133
2.2498	14.995565	30.026133
2.25	14.996202	30.016954
2.2502	14.995565	30.024603
2.2504	14.993652	30.024603
2.2506	14.993652	30.024603
2.2508	14.999391	30.015425
2.251	14.993652	30.023073
2.2512	14.99684	30.020014
2.2514	14.992377	30.026133
2.2516	14.995565	30.027662
2.2518	14.99174	30.024603
2.252	14.998753	30.029192
2.2522	14.992377	30.020014
2.2524	14.997478	30.030722
2.2526	14.994927	30.023073
2.2528	14.992377	30.020014
2.253	14.994927	30.027662
2.2532	14.995565	30.029192
2.2534	14.993015	30.023073
2.2536	14.996202	30.015425
2.2538	14.993015	30.020014
2.254	14.994927	30.020014
2.2542	14.99174	30.026133
2.2544	14.99684	30.020014
2.2546	14.996202	30.029192
2.2548	14.993015	30.029192
2.255	14.993015	30.021544
2.2552	14.996202	30.023073
2.2554	14.993652	30.030722
2.2556	14.993015	30.023073
2.2558	14.994927	30.021544
2.256	14.994927	30.024603
2.2562	14.99684	30.023073
2.2564	14.995565	29.654428
2.2566	14.995565	29.233776
2.2568	14.994927	29.008919
2.257	14.995565	28.917141
2.2572	14.991102	28.623447
2.2574	14.998753	28.348112
2.2576	14.996202	28.565321
2.2578	14.99429	28.799358
2.258	14.993652	28.9202
2.2582	14.997478	29.238365
2.2584	14.992377	29.750797
2.2586	14.994927	30.029192
2.2588	15.000028	30.026133
2.259	14.997478	30.020014
2.2592	14.996202	30.020014
2.2594	14.996202	30.013895
2.2596	14.991102	30.021544
2.2598	14.994927	30.030722
2.26	14.993652	30.023073
2.2602	14.998753	30.029192
2.2604	14.994927	30.030722
2.2606	14.993652	30.024603
2.2608	14.99684	30.020014
2.261	14.996202	30.018484
2.2612	14.99429	30.027662
2.2614	14.993015	30.026133
2.2616	14.99684	30.023073
2.2618	14.996202	30.023073
2.262	14.99684	30.024603
2.2622	14.996202	30.021544
2.2624	14.99429	30.023073
2.2626	14.997478	30.021544
2.2628	14.996202	30.027662
2.263	14.999391	30.027662
2.2632	14.997478	30.026133
2.2634	14.995565	30.030722
2.2636	14.996202	30.026133
2.2638	14.995565	30.029192
2.264	14.996202	30.027662
2.2642	14.993015	30.023073
2.2644	14.994927	30.024603
2.2646	14.995565	30.026133
2.2648	14.996202	30.021544
2.265	14.993652	30.026133
2.2652	14.99684	30.029192
2.2654	14.993652	30.024603
2.2656	14.996202	30.021544
2.2658	14.98919	30.021544
2.266	14.997478	30.027662
2.2662	14.993015	30.029192
2.2664	14.99429	29.818102
2.2666	14.995565	29.342381
2.2668	14.992377	29.183298
2.267	14.995565	29.141998
2.2672	14.998753	28.836069
2.2674	14.994927	28.484251
2.2676	14.999391	28.56838
2.2678	14.99174	28.782532
2.268	14.995565	28.917141
2.2682	14.992377	29.337793
2.2684	14.994927	29.763033
2.2686	14.996202	30.024603
2.2688	14.997478	30.029192
2.269	14.991102	30.029192
2.2692	14.994927	30.023073
2.2694	14.99429	30.024603
2.2696	14.995565	30.024603
2.2698	14.994927	30.026133
2.27	14.994927	30.016954
2.2702	14.993652	30.020014
2.2704	14.997478	30.023073
2.2706	14.99684	30.016954
2.2708	14.99684	30.026133
2.271	14.993652	30.024603
2.2712	14.99429	30.023073
2.2714	14.994927	30.023073
2.2716	14.994927	30.024603
2.2718	14.99429	30.021544
2.272	14.995565	30.027662
2.2722	14.995565	30.024603
2.2724	14.994927	30.024603
2.2726	14.997478	30.024603
2.2728	14.99429	30.026133
2.273	14.997478	30.024603
2.2732	14.997478	30.016954
2.2734	14.994927	30.024603
2.2736	14.993652	30.024603
2.2738	14.99429	30.029192
2.274	14.995565	30.027662
2.2742	14.99684	30.029192
2.2744	14.996202	30.023073
2.2746	14.995565	30.021544
2.2748	14.996202	30.020014
2.275	14.997478	30.024603
2.2752	14.99429	30.026133
2.2754	14.99684	30.032251
2.2756	14.992377	30.023073
2.2758	14.998753	30.029192
2.276	14.993652	30.018484
2.2762	14.994927	30.024603
2.2764	14.998116	29.811983
2.2766	14.994927	29.388271
2.2768	14.99174	29.073164
2.277	14.996202	28.975267
2.2772	14.99429	28.635685
2.2774	14.99684	28.491899
2.2776	14.993015	28.69993
2.2778	14.996202	28.973738
2.278	14.994927	29.083872
2.2782	14.99684	29.30261
2.2784	14.993015	29.64831
2.2786	14.99684	30.021544
2.2788	14.993652	30.027662
2.279	14.997478	30.018484
2.2792	14.995565	30.018484
2.2794	14.998116	30.024603
2.2796	14.99684	30.024603
2.2798	14.997478	30.018484
2.28	14.99429	30.020014
2.2802	14.994927	30.029192
2.2804	14.994927	30.032251
2.2806	14.993652	30.021544
2.2808	14.993652	30.024603
2.281	14.995565	30.032251
2.2812	14.993015	30.023073
2.2814	14.995565	30.023073
2.2816	14.997478	30.027662
2.2818	14.993652	30.029192
2.282	14.995565	30.024603
2.2822	14.994927	30.029192
2.2824	14.994927	30.016954
2.2826	14.993652	30.024603
2.2828	14.995565	30.030722
2.283	14.993015	30.021544
2.2832	14.994927	30.027662
2.2834	14.99429	30.029192
2.2836	14.994927	30.029192
2.2838	14.99684	30.035311
2.284	14.993652	30.018484
2.2842	14.994927	30.018484
2.2844	14.997478	30.026133
2.2846	14.999391	30.026133
2.2848	14.99429	30.016954
2.285	14.99684	30.027662
2.2852	14.994927	30.023073
2.2854	14.993015	30.032251
2.2856	14.998116	30.026133
2.2858	14.99684	30.018484
2.286	14.99429	30.024603
2.2862	14.994927	30.026133
2.2864	14.996202	29.811983
2.2866	14.99429	29.299551
2.2868	14.994927	29.111404
2.287	14.994927	29.033394
2.2872	14.998116	28.637215
2.2874	14.993652	28.628036
2.2876	14.998753	28.770294
2.2878	14.993652	28.949263
2.288	14.995565	29.024216
2.2882	14.993652	29.342381
2.2884	14.99684	29.770681
2.2886	14.995565	30.027662
2.2888	14.995565	30.023073
2.289	14.996202	30.024603
2.2892	14.995565	30.026133
2.2894	14.993652	30.023073
2.2896	14.998753	30.021544
2.2898	14.993652	30.024603
2.29	14.998116	30.021544
2.2902	14.994927	30.024603
2.2904	14.997478	30.020014
2.2906	14.994927	30.016954
2.2908	14.993652	30.018484
2.291	14.99429	30.020014
2.2912	14.996202	30.023073
2.2914	14.99429	30.026133
2.2916	14.994927	30.021544
2.2918	14.993652	30.026133
2.292	14.99429	30.026133
2.2922	14.995565	30.024603
2.2924	14.994927	30.026133
2.2926	14.993015	30.023073
2.2928	14.995565	30.021544
2.293	14.998753	30.018484
2.2932	14.99429	30.021544
2.2934	14.993652	30.027662
2.2936	14.993015	30.015425
2.2938	14.99684	30.029192
2.294	14.995565	30.029192
2.2942	14.996202	30.021544
2.2944	14.99174	30.021544
2.2946	14.99684	30.023073
2.2948	14.992377	30.020014
2.295	14.994927	30.027662
2.2952	14.993015	30.024603
2.2954	14.998116	30.032251
2.2956	14.99429	30.023073
2.2958	14.997478	30.016954
2.296	14.992377	30.021544
2.2962	14.996202	30.020014
2.2964	14.998116	29.600891
2.2966	14.994927	29.190947
2.2968	14.99174	29.011978
2.297	14.996202	28.839128
2.2972	14.997478	28.426125
2.2974	14.995565	28.349642
2.2976	14.996202	28.421535
2.2978	14.995565	28.683104
2.298	14.997478	28.918671
2.2982	14.992377	29.190947
2.2984	14.993652	29.654428
2.2986	14.999391	30.021544
2.2988	14.996202	30.018484
2.299	14.993652	30.024603
2.2992	14.996202	30.021544
2.2994	14.99684	30.027662
2.2996	14.995565	30.021544
2.2998	14.993015	30.027662
2.3	14.993652	30.030722
2.3002	14.995565	30.024603
2.3004	14.997478	30.026133
2.3006	14.993652	30.029192
2.3008	14.995565	30.029192
2.301	14.99174	30.021544
2.3012	14.998753	30.029192
2.3014	14.993015	30.024603
2.3016	14.997478	30.026133
2.3018	14.998116	30.016954
2.302	14.995565	30.023073
2.3022	14.99684	30.023073
2.3024	14.999391	30.024603
2.3026	14.992377	30.027662
2.3028	14.995565	30.029192
2.303	14.99174	30.024603
2.3032	14.994927	30.021544
2.3034	14.993652	30.024603
2.3036	14.998116	30.029192
2.3038	14.994927	30.026133
2.304	14.997478	30.023073
2.3042	14.992377	30.026133
2.3044	14.99684	30.018484
2.3046	14.993015	30.026133
2.3048	14.996202	30.015425
2.305	14.993652	30.024603
2.3052	14.996202	30.023073
2.3054	14.99429	30.024603
2.3056	14.99684	30.020014
2.3058	14.993652	30.026133
2.306	14.99429	30.023073
2.3062	14.994927	30.024603
2.3064	14.995565	29.495346
2.3066	14.992377	29.181768
2.3068	14.993652	28.972208
2.307	14.99684	28.70146
2.3072	14.999391	28.35882
2.3074	14.99174	28.211973
2.3076	14.996202	28.346582
2.3078	14.99429	28.511784
2.308	14.996202	28.704519
2.3082	14.993652	29.077753
2.3084	14.995565	29.60548
2.3086	14.99429	30.026133
2.3088	14.998753	30.024603
2.309	14.99429	30.029192
2.3092	14.995565	30.027662
2.3094	14.993015	30.020014
2.3096	14.994927	30.021544
2.3098	14.994927	30.026133
2.31	14.993652	30.015425
2.3102	14.989827	30.018484
2.3104	14.996202	30.023073
2.3106	14.997478	30.015425
2.3108	14.992377	30.010836
2.311	14.99429	30.016954
2.3112	14.99429	30.020014
2.3114	14.994927	30.021544
2.3116	14.993015	30.026133
2.3118	14.99429	30.032251
2.312	14.994927	30.023073
2.3122	14.996202	30.024603
2.3124	14.996202	30.015425
2.3126	14.995565	30.016954
2.3128	14.993652	30.020014
2.313	14.995565	30.020014
2.3132	14.993015	30.027662
2.3134	14.994927	30.026133
2.3136	14.99429	30.016954
2.3138	14.994927	30.016954
2.314	14.994927	30.024603
2.3142	14.997478	30.032251
2.3144	14.994927	30.023073
2.3146	14.995565	30.018484
2.3148	14.998116	30.024603
2.315	14.99429	30.026133
2.3152	14.993652	30.024603
2.3154	14.994927	30.016954
2.3156	14.993652	30.016954
2.3158	14.995565	30.013895
2.316	14.995565	30.020014
2.3162	14.994927	29.331675
2.3164	14.99174	28.559204
2.3166	14.996202	28.063599
2.3168	14.995565	27.837212
2.317	14.995565	27.58482
2.3172	14.99429	27.300306
2.3174	14.997478	27.162638
2.3176	14.993015	27.514456
2.3178	15.001941	27.690365
2.318	14.995565	27.941227
2.3182	14.997478	28.36035
2.3184	14.992377	29.085402
2.3186	14.996202	29.862461
2.3188	14.995565	30.020014
2.319	14.998753	30.026133
2.3192	14.994927	30.024603
2.3194	14.994927	30.026133
2.3196	14.99684	30.026133
2.3198	14.998116	30.023073
2.32	14.994927	30.032251
2.3202	14.99429	30.030722
2.3204	14.99684	30.024603
2.3206	14.992377	30.023073
2.3208	14.996202	30.021544
2.321	14.99174	30.026133
2.3212	14.99429	30.024603
2.3214	14.995565	30.030722
2.3216	14.995565	30.021544
2.3218	14.993652	30.016954
2.322	14.99684	30.021544
2.3222	14.992377	30.018484
2.3224	14.994927	30.021544
2.3226	14.993652	30.023073
2.3228	14.99684	30.029192
2.323	14.994927	30.026133
2.3232	14.995565	30.027662
2.3234	14.99429	30.027662
2.3236	14.99684	30.029192
2.3238	14.996202	30.029192
2.324	14.99429	30.021544
2.3242	14.997478	30.021544
2.3244	14.997478	30.026133
2.3246	14.995565	30.021544
2.3248	14.995565	30.027662
2.325	14.996202	30.020014
2.3252	14.99684	30.018484
2.3254	14.993652	30.026133
2.3256	14.99684	30.024603
2.3258	14.992377	29.971066
2.326	14.998116	29.922117
2.3262	14.992377	29.195536
2.3264	14.998753	28.426125
2.3266	14.99429	27.854036
2.3268	14.99684	27.725546
2.327	14.991102	27.372198
2.3272	14.995565	27.087685
2.3274	14.99429	27.028028
2.3276	14.99684	27.375257
2.3278	14.99429	27.462448
2.328	14.996202	27.725546
2.3282	14.99684	28.216562
2.3284	14.996202	28.978327
2.3286	14.99684	29.761503
2.3288	14.995565	30.023073
2.329	14.99684	30.023073
2.3292	14.998116	30.032251
2.3294	14.99684	30.024603
2.3296	14.993652	30.030722
2.3298	14.993652	30.023073
2.33	14.993652	30.018484
2.3302	14.996202	30.027662
2.3304	14.993652	30.026133
2.3306	14.99684	30.016954
2.3308	14.99684	30.030722
2.331	14.995565	30.023073
2.3312	14.994927	30.021544
2.3314	14.993652	30.027662
2.3316	14.996202	30.030722
2.3318	14.996202	30.020014
2.332	14.994927	30.023073
2.3322	14.998753	30.021544
2.3324	14.99684	30.026133
2.3326	14.997478	30.026133
2.3328	14.99429	30.021544
2.333	14.998753	30.021544
2.3332	14.994927	30.027662
2.3334	14.996202	30.021544
2.3336	14.995565	30.024603
2.3338	14.993652	30.024603
2.334	14.993652	30.024603
2.3342	14.994927	30.026133
2.3344	14.995565	30.024603
2.3346	14.995565	30.024603
2.3348	14.994927	30.024603
2.335	14.996202	30.027662
2.3352	14.996202	30.018484
2.3354	14.993652	30.027662
2.3356	14.992377	30.021544
2.3358	14.99684	29.943531
2.336	14.99429	29.857872
2.3362	14.999391	29.13588
2.3364	14.99429	28.282337
2.3366	14.994927	27.708721
2.3368	14.99429	27.587879
2.337	14.996202	27.156519
2.3372	14.99684	26.879654
2.3374	14.996202	26.951546
2.3376	14.994927	27.309483
2.3378	14.996202	27.405851
2.338	14.996202	27.58176
2.3382	14.994927	28.211973
2.3384	14.995565	28.982914
2.3386	14.998116	29.859402
2.3388	14.99429	30.026133
2.339	14.996202	30.018484
2.3392	14.994927	30.015425
2.3394	14.99429	30.027662
2.3396	14.99684	30.029192
2.3398	14.994927	30.018484
2.34	14.98919	30.020014
2.3402	14.99429	30.027662
2.3404	14.994927	30.029192
2.3406	14.99684	30.026133
2.3408	14.998116	30.021544
2.341	14.995565	30.015425
2.3412	14.996202	30.021544
2.3414	14.995565	30.016954
2.3416	14.99684	30.023073
2.3418	14.992377	30.020014
2.342	14.99684	30.016954
2.3422	14.993652	30.027662
2.3424	14.994927	30.027662
2.3426	14.996202	30.023073
2.3428	14.998753	30.024603
2.343	14.995565	30.024603
2.3432	14.99684	30.024603
2.3434	14.993652	30.026133
2.3436	14.994927	30.021544
2.3438	14.996202	30.026133
2.344	14.994927	30.030722
2.3442	14.99174	30.024603
2.3444	14.994927	30.018484
2.3446	14.995565	30.021544
2.3448	14.992377	30.020014
2.345	14.99429	30.020014
2.3452	14.99429	30.021544
2.3454	14.99174	30.024603
2.3456	14.995565	30.026133
2.3458	14.999391	30.030722
2.346	14.99684	30.024603
2.3462	14.99429	29.143528
2.3464	14.993015	28.279278
2.3466	14.99429	27.724016
2.3468	14.993652	27.587879
2.347	14.996202	27.237591
2.3472	14.996202	27.015791
2.3474	14.995565	26.875065
2.3476	14.994927	27.303364
2.3478	14.991102	27.381376
2.348	14.996202	27.589409
2.3482	14.994927	28.144669
2.3484	14.997478	28.978327
2.3486	14.993652	29.755386
2.3488	14.99684	30.024603
2.349	14.994927	30.026133
2.3492	14.995565	30.021544
2.3494	14.995565	30.026133
2.3496	14.99429	30.027662
2.3498	14.995565	30.029192
2.35	14.997478	30.018484
2.3502	14.994927	30.016954
2.3504	14.99429	30.027662
2.3506	14.995565	30.023073
2.3508	15.000028	30.024603
2.351	14.99429	30.029192
2.3512	14.997478	30.021544
2.3514	14.99429	30.026133
2.3516	14.994927	30.021544
2.3518	14.994927	30.016954
2.352	14.995565	30.027662
2.3522	14.993652	30.018484
2.3524	14.996202	30.029192
2.3526	14.99684	30.015425
2.3528	14.998116	30.024603
2.353	14.997478	30.020014
2.3532	14.996202	30.015425
2.3534	14.992377	30.023073
2.3536	14.99684	30.024603
2.3538	14.993015	30.026133
2.354	14.997478	30.015425
2.3542	14.995565	30.026133
2.3544	14.994927	30.027662
2.3546	14.99174	30.026133
2.3548	14.99684	30.029192
2.355	14.99429	30.024603
2.3552	14.992377	30.021544
2.3554	14.995565	30.021544
2.3556	14.99429	30.020014
2.3558	14.995565	29.876228
2.356	14.994927	29.652899
2.3562	14.995565	28.768764
2.3564	14.994927	28.065128
2.3566	14.994927	27.58329
2.3568	14.996202	27.58176
2.357	14.99684	27.087685
2.3572	14.993015	26.751163
2.3574	14.99684	26.734337
2.3576	14.993015	27.229942
2.3578	14.998116	27.294188
2.358	14.993652	27.58482
2.3582	14.996202	28.149258
2.3584	14.993015	28.909492
2.3586	14.994927	29.709496
2.3588	14.994927	30.027662
2.359	14.99684	30.029192
2.3592	14.989827	30.027662
2.3594	14.99684	30.021544
2.3596	14.995565	30.023073
2.3598	14.996202	30.026133
2.36	14.99429	30.026133
2.3602	14.994927	30.027662
2.3604	14.993652	30.026133
