Time (s)	Counter ()	?? 2 (mm)
2.187	14.992377	30.062843
2.1872	14.995565	30.067432
2.1874	14.992377	30.068962
2.1876	14.99684	30.064373
2.1878	14.99174	30.067432
2.188	14.999391	29.547354
2.1882	14.99429	29.541235
2.1884	14.996202	28.364939
2.1886	14.99429	26.868946
2.1888	14.993652	25.438728
2.189	14.994927	24.267019
2.1892	14.995565	24.245604
2.1894	14.99429	23.759178
2.1896	14.996202	23.373707
2.1898	14.993652	23.115196
2.19	14.998116	22.897987
2.1902	14.994927	22.894928
2.1904	14.99684	22.737375
2.1906	14.99429	22.735846
2.1908	14.99174	22.896458
2.191	14.996202	23.05554
2.1912	14.994927	23.047892
2.1914	14.99684	23.309462
2.1916	14.994927	23.702581
2.1918	14.995565	24.185947
2.192	14.993652	25.414253
2.1922	14.994927	25.447905
2.1924	14.993652	26.648676
2.1926	14.99174	28.141609
2.1928	14.992377	29.379093
2.193	14.997478	30.061314
2.1932	14.99429	30.068962
2.1934	14.998753	30.065903
2.1936	14.997478	30.068962
2.1938	14.99429	30.067432
2.194	14.99174	30.068962
2.1942	14.999391	30.064373
2.1944	14.992377	30.072021
2.1946	14.997478	30.072021
2.1948	14.994927	30.068962
2.195	14.993652	30.068962
2.1952	14.99684	30.067432
2.1954	14.998116	30.067432
2.1956	14.995565	30.065903
2.1958	14.996202	30.067432
2.196	14.993652	30.059784
2.1962	14.993015	30.065903
2.1964	14.997478	30.068962
2.1966	14.993015	30.073551
2.1968	14.993652	30.073551
2.197	14.999391	30.070492
2.1972	14.993652	30.065903
2.1974	14.994927	30.064373
2.1976	14.993652	30.070492
2.1978	14.993652	30.070492
2.198	14.99429	29.750797
2.1982	14.99429	29.749268
2.1984	14.995565	28.66016
2.1986	14.996202	27.014261
2.1988	14.995565	25.692648
2.199	14.993652	24.442928
2.1992	14.99684	24.421515
2.1994	14.995565	23.83107
2.1996	14.997478	23.349232
2.1998	14.994927	23.096842
2.2	14.998753	22.904106
2.2002	14.99684	22.897987
2.2004	14.998116	22.700663
2.2006	14.99429	22.608885
2.2008	14.995565	22.766438
2.201	14.995565	22.896458
2.2012	14.997478	22.894928
2.2014	14.992377	23.109077
2.2016	14.995565	23.474663
2.2018	14.99429	23.954971
2.202	14.996202	24.761095
2.2022	14.995565	24.767214
2.2024	14.99429	26.027641
2.2026	14.99429	27.372198
2.2028	14.993652	28.87125
2.203	14.998753	29.952709
2.2032	14.992377	30.062843
2.2034	14.99429	30.072021
2.2036	14.995565	30.067432
2.2038	14.99684	30.064373
2.204	14.995565	30.062843
2.2042	14.995565	30.067432
2.2044	14.992377	30.064373
2.2046	14.997478	30.072021
2.2048	14.992377	30.064373
2.205	14.994927	30.067432
2.2052	14.994927	30.067432
2.2054	14.99684	30.065903
2.2056	14.994927	30.073551
2.2058	14.995565	30.067432
2.206	14.99429	30.070492
2.2062	14.995565	30.065903
2.2064	14.99684	30.061314
2.2066	14.996202	30.064373
2.2068	14.994927	30.062843
2.207	14.998116	30.064373
2.2072	14.993652	30.061314
2.2074	14.99684	30.068962
2.2076	14.994927	30.062843
2.2078	14.996202	30.072021
2.208	14.992377	29.43722
2.2082	14.998116	29.432631
2.2084	14.99429	28.156906
2.2086	14.99684	26.593609
2.2088	14.993652	25.270466
2.209	14.99684	24.164534
2.2092	14.998753	24.141588
2.2094	14.994927	23.630688
2.2096	14.99429	23.174852
2.2098	14.994927	22.92552
2.21	14.99429	22.767967
2.2102	14.994927	22.766438
2.2104	14.998116	22.561466
2.2106	14.995565	22.530872
2.2108	14.993652	22.700663
2.211	14.994927	22.894928
2.2112	14.996202	22.899517
2.2114	14.99684	23.121315
2.2116	14.995565	23.509846
2.2118	14.994927	24.025335
2.212	14.99429	24.8284
2.2122	14.994927	24.843695
2.2124	14.996202	26.108711
2.2126	14.992377	27.649065
2.2128	14.995565	29.060926
2.213	14.993652	30.067432
2.2132	14.994927	30.062843
2.2134	14.99429	30.076611
2.2136	14.99429	30.070492
2.2138	14.993652	30.070492
2.214	14.998753	30.075081
2.2142	14.992377	30.068962
2.2144	14.996202	30.064373
2.2146	14.990465	30.064373
2.2148	14.99684	30.068962
2.215	14.993652	30.061314
2.2152	14.995565	30.067432
2.2154	14.994927	30.062843
2.2156	14.997478	30.076611
2.2158	14.995565	30.065903
2.216	14.997478	30.075081
2.2162	14.992377	30.065903
2.2164	15.001303	30.065903
2.2166	14.996202	30.067432
2.2168	14.993652	30.0812
2.217	14.996202	30.070492
2.2172	14.993652	30.065903
2.2174	14.996202	30.072021
2.2176	14.993015	30.064373
2.2178	14.993015	30.073551
2.218	14.996202	29.487698
2.2182	14.997478	29.484638
2.2184	14.99429	28.218092
2.2186	14.993652	26.801641
2.2188	14.996202	25.350008
2.219	14.994927	24.208893
2.2192	14.995565	24.176771
2.2194	14.99684	23.688814
2.2196	14.99174	23.294165
2.2198	14.995565	22.965292
2.22	14.98919	22.777145
2.2202	14.995565	22.763378
2.2204	14.994927	22.520164
2.2206	14.997478	22.460508
2.2208	14.99684	22.738905
2.221	14.994927	22.865864
2.2212	14.99429	22.865864
2.2214	14.997478	23.087664
2.2216	14.994927	23.506786
2.2218	14.998116	23.96262
2.222	14.996202	24.747328
2.2222	14.995565	24.759565
2.2224	14.994927	26.108711
2.2226	14.996202	27.586349
2.2228	14.99684	29.067045
2.223	14.992377	30.07814
2.2232	14.996202	30.062843
2.2234	14.99429	30.070492
2.2236	14.994927	30.068962
2.2238	14.998753	30.065903
2.224	14.99684	30.067432
2.2242	14.99429	30.064373
2.2244	14.994927	30.065903
2.2246	14.993652	30.065903
2.2248	14.993652	30.068962
2.225	14.99429	30.065903
2.2252	14.996202	30.061314
2.2254	14.995565	30.064373
2.2256	14.994927	30.065903
2.2258	14.992377	30.072021
2.226	14.99684	30.067432
2.2262	14.993015	30.064373
2.2264	14.995565	30.070492
2.2266	14.996202	30.064373
2.2268	14.996202	30.068962
2.227	14.994927	30.072021
2.2272	14.997478	30.065903
2.2274	14.99429	30.068962
2.2276	14.99429	30.072021
2.2278	14.998753	30.070492
2.228	14.995565	29.654428
2.2282	14.993015	29.64831
2.2284	14.997478	28.450598
2.2286	14.993015	26.873535
2.2288	14.996202	25.688059
2.229	14.996202	24.30526
2.2292	14.994927	24.273138
2.2294	14.989827	23.78977
2.2296	14.993015	23.347702
2.2298	14.996202	23.092253
2.23	14.99684	22.867393
2.2302	14.989827	22.867393
2.2304	14.996202	22.705252
2.2306	14.997478	22.667011
2.2308	14.996202	22.807737
2.231	14.995565	22.931639
2.2312	14.994927	22.928579
2.2314	14.99429	23.18556
2.2316	14.991102	23.499138
2.2318	14.997478	24.023806
2.232	14.993652	24.904881
2.2322	14.99684	24.924767
2.2324	14.994927	26.192842
2.2326	14.994927	27.728605
2.2328	14.993652	29.120583
2.233	14.998116	30.070492
2.2332	14.992377	30.065903
2.2334	14.995565	30.073551
2.2336	14.995565	30.0812
2.2338	14.99429	30.070492
2.234	14.995565	30.072021
2.2342	14.994927	30.067432
2.2344	14.993652	30.062843
2.2346	14.997478	30.072021
2.2348	14.992377	30.065903
2.235	14.995565	30.062843
2.2352	14.993652	30.064373
2.2354	14.996202	30.068962
2.2356	14.993652	30.067432
2.2358	14.995565	30.067432
2.236	14.993652	30.070492
2.2362	14.993015	30.064373
2.2364	14.994927	30.073551
2.2366	14.994927	30.070492
2.2368	14.99684	30.073551
2.237	14.993015	30.072021
2.2372	14.997478	30.062843
2.2374	14.993015	30.072021
2.2376	14.996202	30.064373
2.2378	14.993652	30.064373
2.238	14.99429	29.701847
2.2382	14.99429	29.69573
2.2384	14.993652	28.510254
2.2386	14.99429	27.008142
2.2388	15.000028	25.60393
2.239	14.991102	24.30526
2.2392	14.993652	24.279257
2.2394	14.99429	23.763767
2.2396	14.993015	23.349232
2.2398	14.99429	23.026478
2.24	14.99429	22.879631
2.2402	14.992377	22.864336
2.2404	14.99684	22.667011
2.2406	14.99429	22.605825
2.2408	14.99429	22.767967
2.241	14.99684	22.92552
2.2412	14.99684	22.92705
2.2414	14.993015	23.182501
2.2416	14.993652	23.442541
2.2418	14.997478	23.984035
2.242	14.994927	24.831459
2.2422	14.994927	24.848284
2.2424	14.996202	26.11483
2.2426	14.996202	27.58329
2.2428	14.99429	28.87278
2.243	14.998116	30.065903
2.2432	14.993652	30.061314
2.2434	14.994927	30.068962
2.2436	14.99684	30.070492
2.2438	14.99429	30.067432
2.244	14.993015	30.059784
2.2442	14.997478	30.065903
2.2444	14.993015	30.072021
2.2446	14.996202	30.061314
2.2448	14.995565	30.064373
2.245	14.994927	30.073551
2.2452	14.99429	30.064373
2.2454	14.996202	30.076611
2.2456	14.997478	30.064373
2.2458	14.997478	30.062843
2.246	14.990465	30.067432
2.2462	14.995565	30.072021
2.2464	14.994927	30.065903
2.2466	14.994927	30.058256
2.2468	14.99429	30.068962
2.247	14.996202	30.068962
2.2472	14.998116	30.070492
2.2474	14.995565	30.072021
2.2476	14.993015	30.075081
2.2478	14.996202	30.070492
2.248	14.992377	30.072021
2.2482	14.99684	30.073551
2.2484	14.995565	29.117523
2.2486	14.998116	27.58482
2.2488	14.993015	26.445234
2.249	14.995565	25.050198
2.2492	14.993652	25.007368
2.2494	14.995565	24.09264
2.2496	14.995565	23.664339
2.2498	14.99429	23.314051
2.25	14.996202	23.153439
2.2502	14.997478	23.150379
2.2504	14.996202	22.928579
2.2506	14.993652	22.798561
2.2508	14.996202	22.931639
2.251	14.996202	23.119785
2.2512	14.993015	23.119785
2.2514	14.995565	23.344643
2.2516	14.996202	23.65975
2.2518	14.996202	24.09111
2.252	14.99684	25.067024
2.2522	14.993652	25.102205
2.2524	14.99684	26.272385
2.2526	14.99429	27.649065
2.2528	14.99684	29.122112
2.253	14.99174	30.064373
2.2532	14.998116	30.064373
2.2534	14.993015	30.070492
2.2536	14.995565	30.065903
2.2538	14.996202	30.068962
2.254	14.996202	30.068962
2.2542	14.992377	30.068962
2.2544	14.994927	30.072021
2.2546	14.993015	30.067432
2.2548	14.998753	30.068962
2.255	14.994927	30.062843
2.2552	14.996202	30.067432
2.2554	14.998116	30.067432
2.2556	14.992377	30.070492
2.2558	14.995565	30.058256
2.256	14.995565	30.073551
2.2562	14.993652	30.064373
2.2564	14.994927	30.067432
2.2566	14.996202	30.068962
2.2568	14.994927	30.073551
2.257	14.995565	30.068962
2.2572	14.993652	30.061314
2.2574	14.993015	30.065903
2.2576	14.993652	30.059784
2.2578	14.99684	30.059784
2.258	14.993652	30.064373
2.2582	14.998116	30.065903
2.2584	14.99429	29.324026
2.2586	14.996202	28.081953
2.2588	14.990465	26.725159
2.259	14.99684	25.473909
2.2592	14.992377	25.443316
2.2594	14.99174	24.251722
2.2596	14.994927	23.731644
2.2598	14.99429	23.444071
2.26	14.99429	23.22839
2.2602	14.997478	23.213095
2.2604	14.991102	22.965292
2.2606	14.997478	22.829153
2.2608	14.994927	22.965292
2.261	14.99684	23.047892
2.2612	14.99174	23.050951
2.2614	14.997478	23.304873
2.2616	14.994927	23.549616
2.2618	14.996202	24.025335
2.262	14.992377	24.741209
2.2622	14.999391	24.761095
2.2624	14.997478	26.197432
2.2626	14.99429	27.369139
2.2628	14.99429	28.87125
2.263	14.99684	29.893053
2.2632	14.995565	30.053667
2.2634	14.99684	30.073551
2.2636	14.997478	30.067432
2.2638	14.99684	30.061314
2.264	14.993652	30.068962
2.2642	14.996202	30.062843
2.2644	14.996202	30.072021
2.2646	14.993652	30.067432
2.2648	14.994927	30.072021
2.265	15.000028	30.068962
2.2652	14.997478	30.076611
2.2654	14.995565	30.068962
2.2656	14.99429	30.070492
2.2658	14.993015	30.067432
2.266	14.994927	30.070492
2.2662	14.99429	30.065903
2.2664	14.996202	30.067432
2.2666	14.99174	30.076611
2.2668	14.999391	30.07814
2.267	14.994927	30.068962
2.2672	14.998116	30.068962
2.2674	14.996202	30.065903
2.2676	14.997478	30.065903
2.2678	14.991102	30.062843
2.268	14.995565	30.070492
2.2682	14.995565	30.062843
2.2684	14.998753	29.599361
2.2686	14.997478	28.44142
2.2688	14.996202	27.1504
2.269	14.993652	25.896091
2.2692	14.998753	25.850203
2.2694	14.993015	24.669315
2.2696	14.99429	23.990154
2.2698	14.996202	23.575621
2.27	14.995565	23.382885
2.2702	14.99684	23.379826
2.2704	14.995565	23.184031
2.2706	14.996202	23.090723
2.2708	14.993015	23.125904
2.271	14.997478	23.251335
2.2712	14.993652	23.252865
2.2714	14.994927	23.442541
2.2716	14.99684	23.731644
2.2718	14.996202	24.147707
2.272	14.996202	25.145035
2.2722	14.998116	25.189396
2.2724	14.99429	26.278503
2.2726	14.995565	27.58176
2.2728	14.996202	28.937025
2.273	14.998753	30.000128
2.2732	14.993652	30.067432
2.2734	14.998753	30.070492
2.2736	14.995565	30.068962
2.2738	14.996202	30.065903
2.274	14.995565	30.070492
2.2742	14.99429	30.065903
2.2744	14.99174	30.065903
2.2746	14.998116	30.072021
2.2748	14.99684	30.065903
2.275	14.994927	30.064373
2.2752	14.996202	30.070492
2.2754	14.995565	30.070492
2.2756	14.995565	30.065903
2.2758	14.997478	30.064373
2.276	14.998753	30.067432
2.2762	14.99684	30.067432
2.2764	14.99429	30.065903
2.2766	14.99429	30.072021
2.2768	14.99684	30.068962
2.277	14.995565	30.072021
2.2772	14.994927	30.065903
2.2774	14.994927	30.067432
2.2776	14.99429	30.062843
2.2778	14.99429	30.070492
2.278	14.99429	30.065903
2.2782	14.99429	30.062843
2.2784	14.995565	29.327085
2.2786	14.994927	28.23033
2.2788	14.994927	27.011202
2.279	14.99174	25.816549
2.2792	14.997478	25.775249
2.2794	14.99429	24.510233
2.2796	14.998116	23.860134
2.2798	14.99684	23.589386
2.28	14.994927	23.444071
2.2802	14.995565	23.44713
2.2804	14.999391	23.214624
2.2806	14.993015	23.148849
2.2808	14.997478	23.177912
2.281	14.995565	23.364529
2.2812	14.993652	23.373707
2.2814	14.994927	23.638336
2.2816	14.994927	23.889196
2.2818	14.993015	24.427631
2.282	14.993015	25.565687
2.2822	14.99174	25.6024
2.2824	14.997478	26.876595
2.2826	14.99429	28.011591
2.2828	14.99684	29.279667
2.283	14.998116	30.065903
2.2832	14.994927	30.061314
2.2834	14.999391	30.068962
2.2836	14.998753	30.070492
2.2838	14.995565	30.065903
2.284	14.991102	30.068962
2.2842	14.998116	30.068962
2.2844	14.995565	30.065903
2.2846	14.998116	30.075081
2.2848	14.992377	30.061314
2.285	14.995565	30.065903
2.2852	14.996202	30.070492
2.2854	14.994927	30.065903
2.2856	14.996202	30.064373
2.2858	14.998116	30.064373
2.286	14.994927	30.064373
2.2862	14.99429	30.070492
2.2864	14.993652	30.065903
2.2866	14.99684	30.061314
2.2868	14.99429	30.065903
2.287	14.994927	30.070492
2.2872	14.992377	30.070492
2.2874	14.994927	30.064373
2.2876	14.995565	30.072021
2.2878	14.99429	30.068962
2.288	14.99684	30.076611
2.2882	14.99174	30.067432
2.2884	14.996202	30.073551
2.2886	14.99684	29.177179
2.2888	14.994927	27.869333
2.289	14.995565	26.827644
2.2892	14.995565	26.800112
2.2894	14.994927	25.688059
2.2896	14.993015	24.332794
2.2898	14.99174	24.020746
2.29	14.995565	23.768354
2.2902	14.993015	23.766825
2.2904	14.994927	23.607742
2.2906	14.995565	23.514435
2.2908	14.994927	23.479252
2.291	14.998116	23.65975
2.2912	14.997478	23.665869
2.2914	14.994927	23.857075
2.2916	14.998753	24.086521
2.2918	14.99429	24.926296
2.292	14.997478	25.98481
2.2922	14.995565	26.029171
2.2924	14.994927	27.15193
2.2926	14.990465	28.297634
2.2928	14.996202	29.379093
2.293	14.993652	30.070492
2.2932	14.99429	30.068962
2.2934	14.99429	30.065903
2.2936	14.993652	30.064373
2.2938	14.996202	30.068962
2.294	14.994927	30.072021
2.2942	14.992377	30.065903
2.2944	14.997478	30.072021
2.2946	14.996202	30.065903
2.2948	14.997478	30.070492
2.295	14.993652	30.065903
2.2952	14.999391	30.073551
2.2954	14.995565	30.070492
2.2956	14.99429	30.064373
2.2958	14.995565	30.067432
2.296	14.998753	30.065903
2.2962	14.99684	30.064373
2.2964	14.994927	30.068962
2.2966	14.996202	30.073551
2.2968	14.993015	30.075081
2.297	14.99684	30.070492
2.2972	14.993015	30.070492
2.2974	14.996202	30.072021
2.2976	14.994927	30.070492
2.2978	14.993652	30.061314
2.298	14.993015	30.064373
2.2982	15.000666	30.067432
2.2984	14.997478	30.070492
2.2986	14.992377	29.432631
2.2988	14.989827	28.300694
2.299	14.993015	27.332428
2.2992	14.99684	27.304893
2.2994	14.994927	26.520187
2.2996	14.993652	25.102205
2.2998	14.994927	24.274668
2.3	14.993652	24.089581
2.3002	14.996202	24.089581
2.3004	14.99684	23.890726
2.3006	14.99684	23.7913
2.3008	14.993652	23.766825
2.301	14.994927	23.92285
2.3012	14.997478	23.91979
2.3014	14.995565	24.147707
2.3016	14.99684	24.338913
2.3018	14.99684	25.440258
2.302	14.993015	26.54925
2.3022	14.996202	26.581373
2.3024	14.996202	27.580231
2.3026	14.99174	28.727465
2.3028	14.993652	29.701847
2.303	14.994927	30.070492
2.3032	14.99429	30.064373
2.3034	14.995565	30.062843
2.3036	14.99684	30.072021
2.3038	14.996202	30.068962
2.304	14.99684	30.059784
2.3042	14.99684	30.072021
2.3044	14.997478	30.065903
2.3046	14.993015	30.076611
2.3048	14.99684	30.068962
2.305	14.993015	30.070492
2.3052	14.99429	30.073551
2.3054	14.994927	30.072021
2.3056	14.995565	30.059784
2.3058	14.997478	30.061314
2.306	14.994927	30.061314
2.3062	14.994927	30.065903
2.3064	14.994927	30.067432
2.3066	14.997478	30.067432
2.3068	14.997478	30.067432
2.307	14.992377	30.064373
2.3072	14.996202	30.072021
2.3074	14.995565	30.062843
2.3076	14.995565	30.068962
2.3078	14.99429	30.070492
2.308	14.99429	30.064373
2.3082	14.994927	30.062843
2.3084	14.99429	30.072021
2.3086	14.99429	30.059784
2.3088	14.994927	29.227657
2.309	14.99429	28.257864
2.3092	14.993015	28.233389
2.3094	14.995565	27.289598
2.3096	14.996202	26.273914
2.3098	14.994927	25.438728
2.31	14.997478	24.794746
2.3102	14.994927	24.764154
2.3104	14.995565	24.343502
2.3106	14.994927	24.185947
2.3108	14.996202	24.178301
2.311	14.993015	24.271608
2.3112	14.994927	24.274668
2.3114	14.998753	24.926296
2.3116	14.994927	25.34236
2.3118	14.998116	26.195902
2.312	14.993652	27.196289
2.3122	14.99429	27.222294
2.3124	14.99684	28.23033
2.3126	15.000666	29.223068
2.3128	14.993015	30.068962
2.313	14.99684	30.061314
2.3132	14.992377	30.065903
2.3134	14.99684	30.068962
2.3136	14.995565	30.065903
2.3138	14.998116	30.062843
2.314	14.994927	30.070492
2.3142	14.994927	30.067432
2.3144	14.993652	30.064373
2.3146	14.997478	30.070492
2.3148	14.993652	30.067432
2.315	14.993015	30.068962
2.3152	14.995565	30.067432
2.3154	14.993652	30.072021
2.3156	14.996202	30.065903
2.3158	14.996202	30.068962
2.316	14.99429	30.073551
2.3162	14.99429	30.067432
2.3164	14.99684	30.070492
2.3166	14.997478	30.075081
2.3168	14.994927	30.070492
2.317	14.995565	30.061314
2.3172	14.994927	30.065903
2.3174	14.99174	30.067432
2.3176	14.995565	30.068962
2.3178	14.99174	30.064373
2.318	14.992377	30.070492
2.3182	14.992377	30.067432
2.3184	14.995565	30.067432
2.3186	14.995565	30.070492
2.3188	14.999391	29.493816
2.319	14.993652	28.756527
2.3192	14.994927	28.725935
2.3194	14.993015	27.658243
2.3196	14.997478	26.878124
2.3198	14.991102	25.932802
2.32	14.994927	25.467791
2.3202	14.99429	25.434139
2.3204	14.996202	25.007368
2.3206	14.99684	24.758036
2.3208	14.995565	24.510233
2.321	14.992377	24.910999
2.3212	14.99684	24.921707
2.3214	14.99429	25.189396
2.3216	14.995565	25.781368
2.3218	14.993652	26.654795
2.322	14.995565	27.425735
2.3222	14.99429	27.444092
2.3224	14.995565	28.442949
2.3226	14.995565	29.325556
2.3228	14.996202	30.065903
2.323	14.99429	30.064373
2.3232	14.997478	30.073551
2.3234	14.992377	30.061314
2.3236	14.992377	30.061314
2.3238	14.994927	30.070492
2.324	14.998116	30.067432
2.3242	14.993652	30.067432
2.3244	14.993652	30.07814
2.3246	14.995565	30.073551
2.3248	14.997478	30.065903
2.325	14.995565	30.070492
2.3252	14.996202	30.067432
2.3254	14.99684	30.064373
2.3256	14.99429	30.073551
2.3258	14.993015	30.068962
2.326	14.998753	30.070492
2.3262	14.998116	30.067432
2.3264	14.994927	30.058256
2.3266	14.998116	30.070492
2.3268	14.992377	30.072021
2.327	14.998753	30.068962
2.3272	14.99429	30.068962
2.3274	14.994927	30.073551
2.3276	14.988552	30.065903
2.3278	14.995565	30.072021
2.328	14.998116	30.061314
2.3282	14.997478	30.068962
2.3284	14.995565	30.068962
2.3286	14.99429	30.065903
2.3288	14.993652	29.643721
2.329	14.996202	28.828421
2.3292	14.993015	28.796299
2.3294	14.99684	27.941227
2.3296	14.993015	27.009672
2.3298	14.997478	26.188253
2.33	14.997478	25.793606
2.3302	14.993015	25.77372
2.3304	14.994927	25.270466
2.3306	14.99684	24.848284
2.3308	14.992377	24.840637
2.331	14.994927	25.166451
2.3312	14.993015	25.184807
2.3314	14.996202	25.59934
2.3316	14.99429	26.105652
2.3318	14.995565	26.879654
2.332	14.993015	27.820385
2.3322	14.992377	27.857096
2.3324	14.995565	28.730524
2.3326	14.993652	29.544294
2.3328	14.995565	30.067432
2.333	14.99429	30.072021
2.3332	14.996202	30.070492
2.3334	14.99174	30.070492
2.3336	14.994927	30.067432
2.3338	14.995565	30.072021
2.334	14.99429	30.073551
2.3342	14.994927	30.065903
2.3344	14.996202	30.070492
2.3346	14.998753	30.067432
2.3348	14.995565	30.064373
2.335	14.993015	30.072021
2.3352	14.998116	30.073551
2.3354	14.99429	30.067432
2.3356	14.993652	30.072021
2.3358	14.99684	30.068962
2.336	14.99684	30.070492
2.3362	14.995565	30.064373
2.3364	14.997478	30.070492
2.3366	14.99684	30.068962
2.3368	14.997478	30.059784
2.337	14.99684	30.067432
2.3372	14.996202	30.065903
2.3374	14.99684	30.067432
2.3376	14.99684	30.062843
2.3378	14.993652	30.068962
2.338	14.996202	30.068962
2.3382	14.998116	30.062843
2.3384	14.998116	30.072021
2.3386	14.993652	30.070492
2.3388	14.998116	29.542765
2.339	14.99684	28.634155
2.3392	14.99684	28.580618
2.3394	14.998753	27.727076
2.3396	14.99684	26.726688
2.3398	14.995565	25.94198
2.34	14.995565	25.385189
2.3402	14.99429	25.356127
2.3404	14.990465	24.918648
2.3406	14.994927	24.672375
2.3408	14.993652	24.507174
2.341	14.99429	24.90794
2.3412	14.996202	24.929356
2.3414	14.999391	25.271996
2.3416	14.993015	25.775249
2.3418	14.998753	26.58596
2.342	14.99429	27.404322
2.3422	14.994927	27.444092
2.3424	14.99684	28.433773
2.3426	15.000666	29.226128
2.3428	14.995565	30.064373
2.343	14.99684	30.065903
2.3432	14.99684	30.068962
2.3434	14.998116	30.065903
2.3436	14.998753	30.065903
2.3438	14.993015	30.067432
2.344	14.998116	30.070492
2.3442	14.99684	30.064373
2.3444	14.993015	30.065903
2.3446	14.993015	30.067432
2.3448	14.99429	30.065903
2.345	14.99174	30.068962
2.3452	14.996202	30.067432
2.3454	14.996202	30.070492
2.3456	14.99429	30.070492
2.3458	14.992377	30.067432
2.346	14.996202	30.070492
2.3462	14.994927	30.061314
2.3464	14.997478	30.067432
2.3466	14.99429	30.059784
2.3468	14.998753	30.068962
2.347	14.99684	30.070492
2.3472	14.998116	30.068962
2.3474	14.993015	30.076611
2.3476	15.000028	30.070492
2.3478	14.993652	30.058256
2.348	14.99429	30.075081
2.3482	14.99429	30.073551
2.3484	14.993015	30.062843
2.3486	14.996202	30.067432
2.3488	14.996202	29.322496
2.349	14.997478	28.338934
2.3492	14.993652	28.296104
2.3494	14.99429	27.58329
2.3496	14.993652	26.443705
2.3498	14.993652	25.606989
2.35	14.99429	25.12974
2.3502	14.994927	25.100676
2.3504	14.99429	24.508703
2.3506	14.996202	24.241016
2.3508	14.993652	24.277727
2.351	14.994927	24.496466
2.3512	14.993652	24.513292
2.3514	14.995565	25.015017
2.3516	14.993652	25.43108
2.3518	14.997478	26.362633
2.352	14.99684	27.32325
2.3522	14.99429	27.373728
2.3524	14.995565	28.22574
2.3526	14.995565	29.17259
2.3528	14.99429	30.072021
2.353	14.997478	30.073551
2.3532	14.993015	30.073551
2.3534	14.997478	30.062843
2.3536	14.994927	30.076611
2.3538	14.99684	30.068962
2.354	14.995565	30.072021
2.3542	14.998753	30.068962
2.3544	14.993015	30.067432
2.3546	14.995565	30.070492
2.3548	14.995565	30.062843
2.355	14.996202	30.070492
2.3552	14.994927	30.062843
2.3554	14.996202	30.068962
2.3556	14.994927	30.068962
2.3558	14.993652	30.068962
2.356	14.99429	30.073551
2.3562	14.994927	30.064373
2.3564	14.993652	30.070492
2.3566	14.998753	30.070492
2.3568	14.993015	30.070492
2.357	14.989827	30.068962
2.3572	14.99684	30.065903
2.3574	14.993652	30.068962
2.3576	14.994927	30.064373
2.3578	14.994927	30.068962
2.358	14.995565	30.073551
2.3582	14.993652	30.07814
2.3584	14.996202	30.065903
2.3586	14.98919	30.075081
2.3588	14.997478	29.120583
2.359	14.99429	28.201265
2.3592	14.99684	28.150787
2.3594	14.991102	27.15346
2.3596	15.000028	26.110241
2.3598	14.99174	25.187866
2.36	14.999391	24.559181
2.3602	14.994927	24.520941
2.3604	14.995565	24.244074
2.3606	14.994927	24.084991
2.3608	14.99684	24.022276
2.361	14.993652	24.163004
2.3612	14.996202	24.18289
2.3614	14.997478	24.430691
2.3616	14.995565	25.018076
2.3618	14.995565	25.782898
2.362	14.995565	26.813879
2.3622	14.997478	26.873535
2.3624	14.993652	27.939697
2.3626	14.993652	28.79018
2.3628	14.998116	29.859402
2.363	14.99429	30.064373
2.3632	14.993652	30.073551
2.3634	14.995565	30.073551
2.3636	14.994927	30.065903
2.3638	14.994927	30.070492
2.364	14.99429	30.070492
2.3642	14.994927	30.068962
2.3644	14.994927	30.076611
2.3646	14.994927	30.070492
2.3648	14.99429	30.064373
2.365	14.99684	30.064373
2.3652	14.99429	30.062843
2.3654	14.995565	30.070492
2.3656	14.996202	30.064373
2.3658	14.995565	30.065903
2.366	14.996202	30.064373
2.3662	14.996202	30.064373
2.3664	14.98919	30.07814
2.3666	14.996202	30.070492
2.3668	14.991102	30.064373
2.367	14.999391	30.068962
2.3672	14.99429	30.075081
2.3674	14.997478	30.068962
2.3676	14.99174	30.073551
2.3678	14.996202	30.072021
2.368	14.994927	30.073551
2.3682	14.99429	30.065903
2.3684	14.99429	30.062843
2.3686	14.995565	30.012365
2.3688	14.992377	29.011978
2.369	14.991102	28.003942
2.3692	14.993652	27.939697
2.3694	14.993015	27.014261
2.3696	14.996202	25.776779
2.3698	14.994927	24.852873
2.37	14.995565	24.308319
2.3702	14.995565	24.247133
2.3704	14.994927	24.026865
2.3706	14.994927	23.945793
2.3708	14.994927	23.889196
2.371	14.994927	23.979446
2.3712	14.995565	23.984035
2.3714	14.994927	24.18289
2.3716	14.994927	24.513292
2.3718	14.993015	25.440258
2.372	14.99684	26.449823
2.3722	14.99429	26.512539
2.3724	15.000028	27.512926
2.3726	14.989827	28.586737
2.3728	14.997478	29.542765
2.373	14.99429	30.072021
2.3732	14.99684	30.070492
2.3734	14.993015	30.070492
2.3736	14.993015	30.062843
2.3738	14.994927	30.065903
2.374	14.99684	30.064373
2.3742	14.995565	30.061314
2.3744	14.996202	30.067432
2.3746	14.996202	30.065903
2.3748	14.99684	30.062843
2.375	14.993652	30.064373
2.3752	14.998116	30.073551
2.3754	14.996202	30.070492
2.3756	14.995565	30.070492
