Time (s)	Counter ()	?? 2 (mm)
5.5616	14.983452	23.439482
5.5618	14.985364	23.506786
5.562	14.983452	23.57868
5.5622	14.985364	23.702581
5.5624	14.980902	23.857075
5.5626	14.982177	24.274668
5.5628	14.982177	25.441788
5.563	14.984727	26.101065
5.5632	14.980264	26.511009
5.5634	14.985364	27.730135
5.5636	14.984727	28.800886
5.5638	14.983452	30.013895
5.564	14.98664	30.072021
5.5642	14.981539	30.07967
5.5644	14.984089	30.067432
5.5646	14.985364	30.064373
5.5648	14.980902	30.067432
5.565	14.987277	30.064373
5.5652	14.984727	30.067432
5.5654	14.983452	30.056726
5.5656	14.984089	30.062843
5.5658	14.985364	30.072021
5.566	14.984089	30.062843
5.5662	14.982814	30.068962
5.5664	14.982814	30.073551
5.5666	14.987277	30.072021
5.5668	14.993652	30.064373
5.567	14.989827	30.068962
5.5672	14.993652	30.065903
5.5674	14.993652	30.075081
5.5676	14.996202	30.064373
5.5678	14.994927	30.067432
5.568	14.99684	30.062843
5.5682	14.993652	30.067432
5.5684	14.999391	30.068962
5.5686	14.995565	30.067432
5.5688	14.995565	30.070492
5.569	14.996202	30.064373
5.5692	14.99684	30.065903
5.5694	14.996202	29.218481
5.5696	14.99429	28.008532
5.5698	14.99684	26.793993
5.57	14.996202	26.342747
5.5702	14.995565	25.775249
5.5704	14.997478	24.421515
5.5706	14.993652	23.984035
5.5708	14.99429	23.794359
5.571	14.996202	23.734703
5.5712	14.994927	23.595505
5.5714	14.996202	23.445601
5.5716	14.996202	23.436422
5.5718	14.993652	23.600094
5.572	14.996202	23.652102
5.5722	14.995565	23.800478
5.5724	14.993015	23.990154
5.5726	14.995565	24.508703
5.5728	14.993652	25.60393
5.573	14.995565	26.342747
5.5732	14.992377	26.867416
5.5734	14.995565	28.008532
5.5736	14.997478	29.169531
5.5738	14.993652	30.062843
5.574	14.993015	30.059784
5.5742	14.994927	30.068962
5.5744	14.994927	30.059784
5.5746	14.998753	30.062843
5.5748	14.99429	30.075081
5.575	14.99684	30.064373
5.5752	14.993015	30.065903
5.5754	14.99429	30.072021
5.5756	14.993652	30.073551
5.5758	14.992377	30.072021
5.576	14.998753	30.062843
5.5762	14.99429	30.068962
5.5764	14.99429	30.070492
5.5766	14.998753	30.061314
5.5768	14.993652	30.068962
5.577	14.997478	30.067432
5.5772	14.995565	30.064373
5.5774	14.99684	30.072021
5.5776	14.99684	30.070492
5.5778	14.99684	30.075081
5.578	14.995565	30.068962
5.5782	14.994927	30.067432
5.5784	14.99429	30.059784
5.5786	14.995565	30.072021
5.5788	14.995565	30.065903
5.579	14.996202	30.064373
5.5792	14.995565	30.061314
5.5794	14.993652	29.420393
5.5796	14.996202	28.224211
5.5798	14.998116	27.017321
5.58	14.99429	26.670092
5.5802	14.994927	25.859381
5.5804	14.995565	24.600483
5.5806	14.99684	23.988625
5.5808	14.99684	23.768354
5.581	14.996202	23.719406
5.5812	14.995565	23.545027
5.5814	14.999391	23.349232
5.5816	14.993652	23.284986
5.5818	14.999391	23.44713
5.582	14.996202	23.480782
5.5822	14.995565	23.590916
5.5824	14.994927	23.762238
5.5826	14.993652	24.120174
5.5828	14.996202	25.011957
5.583	14.994927	25.490736
5.5832	14.994927	26.276974
5.5834	14.993652	27.298777
5.5836	14.996202	28.586737
5.5838	14.996202	29.860931
5.584	14.99429	30.067432
5.5842	14.993015	30.07814
5.5844	14.994927	30.064373
5.5846	14.993015	30.072021
5.5848	14.99684	30.062843
5.585	14.998116	30.064373
5.5852	14.993652	30.064373
5.5854	14.99684	30.064373
5.5856	14.995565	30.065903
5.5858	14.995565	30.061314
5.586	14.997478	30.065903
5.5862	14.99429	30.070492
5.5864	14.993652	30.067432
5.5866	14.99429	30.065903
5.5868	14.993652	30.072021
5.587	14.994927	30.075081
5.5872	14.994927	30.070492
5.5874	14.997478	30.073551
5.5876	14.996202	30.067432
5.5878	14.993652	30.072021
5.588	14.997478	30.073551
5.5882	14.99684	30.064373
5.5884	14.99429	30.059784
5.5886	14.998116	30.064373
5.5888	14.99684	30.064373
5.589	14.993015	30.067432
5.5892	14.99684	30.068962
5.5894	14.993015	29.114464
5.5896	14.999391	28.007002
5.5898	14.998753	26.72057
5.59	14.994927	26.402403
5.5902	14.992377	25.60393
5.5904	14.99429	24.424572
5.5906	14.99429	23.92285
5.5908	14.99174	23.665869
5.591	14.99684	23.645983
5.5912	14.995565	23.480782
5.5914	14.99684	23.306402
5.5916	14.993652	23.303343
5.5918	14.993652	23.441011
5.592	14.99429	23.445601
5.5922	14.99684	23.574091
5.5924	14.990465	23.828011
5.5926	15.000028	24.211952
5.5928	14.993015	25.268936
5.593	14.995565	25.836435
5.5932	14.995565	26.437586
5.5934	14.995565	27.58176
5.5936	14.996202	28.941614
5.5938	14.997478	29.957298
5.594	14.998753	30.065903
5.5942	14.997478	30.073551
5.5944	14.996202	30.067432
5.5946	14.994927	30.065903
5.5948	14.99429	30.067432
5.595	14.996202	30.073551
5.5952	14.994927	30.075081
5.5954	14.996202	30.067432
5.5956	14.994927	30.076611
5.5958	14.996202	30.068962
5.596	14.998116	30.068962
5.5962	14.999391	30.068962
5.5964	14.996202	30.065903
5.5966	14.99684	30.067432
5.5968	14.996202	30.065903
5.597	14.997478	30.067432
5.5972	14.995565	30.072021
5.5974	14.993015	30.065903
5.5976	14.992377	30.072021
5.5978	14.995565	30.070492
5.598	14.99429	30.072021
5.5982	14.99684	30.064373
5.5984	14.989827	30.068962
5.5986	14.995565	30.061314
5.5988	14.99684	30.065903
5.599	14.992377	30.067432
5.5992	14.996202	30.058256
5.5994	14.997478	29.059397
5.5996	14.994927	27.653654
5.5998	14.99684	26.578314
5.6	14.99429	26.283091
5.6002	14.99684	25.262819
5.6004	14.99684	24.242546
5.6006	14.995565	23.824951
5.6008	14.996202	23.571032
5.601	14.998116	23.572561
5.6012	14.993652	23.381355
5.6014	14.99429	23.153439
5.6016	14.997478	23.18862
5.6018	14.996202	23.314051
5.602	14.99684	23.310991
5.6022	14.996202	23.566442
5.6024	14.992377	23.699522
5.6026	14.995565	24.05287
5.6028	14.995565	25.099146
5.603	14.995565	25.316357
5.6032	14.995565	26.110241
5.6034	14.995565	27.303364
5.6036	14.998753	28.794769
5.6038	14.994927	29.857872
5.604	14.996202	30.068962
5.6042	14.993652	30.075081
5.6044	14.997478	30.067432
5.6046	14.994927	30.068962
5.6048	14.994927	30.070492
5.605	14.995565	30.065903
5.6052	14.99429	30.064373
5.6054	14.99174	30.067432
5.6056	14.995565	30.064373
5.6058	14.993652	30.070492
5.606	14.998116	30.068962
5.6062	14.99429	30.072021
5.6064	14.997478	30.067432
5.6066	14.993015	30.076611
5.6068	14.997478	30.065903
5.607	14.994927	30.072021
5.6072	14.99429	30.067432
5.6074	14.993652	30.068962
5.6076	14.998116	30.067432
5.6078	14.99429	30.073551
5.608	14.996202	30.065903
5.6082	14.992377	30.062843
5.6084	14.994927	30.064373
5.6086	14.992377	30.062843
5.6088	14.994927	30.070492
5.609	14.993015	29.920588
5.6092	14.993652	29.804335
5.6094	14.995565	28.520962
5.6096	14.999391	27.15193
5.6098	14.994927	26.111771
5.61	14.993652	25.958807
5.6102	14.993652	24.673904
5.6104	14.998116	24.017687
5.6106	14.996202	23.598564
5.6108	14.996202	23.373707
5.611	14.99174	23.378296
5.6112	14.998753	23.18709
5.6114	14.99429	22.994354
5.6116	14.996202	23.090723
5.6118	14.995565	23.219213
5.612	14.994927	23.217684
5.6122	14.998116	23.415007
5.6124	14.997478	23.664339
5.6126	14.99174	24.05134
5.6128	14.996202	25.021135
5.613	14.997478	25.03949
5.6132	14.993652	26.194372
5.6134	14.995565	27.369139
5.6136	14.993652	28.799358
5.6138	14.994927	29.859402
5.614	14.993652	30.068962
5.6142	14.992377	30.075081
5.6144	14.998116	30.065903
5.6146	14.995565	30.072021
5.6148	14.996202	30.064373
5.615	14.995565	30.07967
5.6152	14.99429	30.067432
5.6154	14.994927	30.067432
5.6156	14.992377	30.059784
5.6158	14.996202	30.072021
5.616	14.996202	30.068962
5.6162	14.996202	30.067432
5.6164	14.992377	30.064373
5.6166	14.998116	30.067432
5.6168	14.99429	30.076611
5.617	14.996202	30.073551
5.6172	14.99429	30.068962
5.6174	14.995565	30.067432
5.6176	14.994927	30.065903
5.6178	14.994927	30.073551
5.618	14.993015	30.067432
5.6182	14.995565	30.068962
5.6184	14.996202	30.068962
5.6186	14.99429	30.062843
5.6188	14.997478	30.073551
5.619	14.998116	29.844105
5.6192	14.993652	29.637604
5.6194	14.999391	28.364939
5.6196	14.995565	27.009672
5.6198	14.99429	25.691118
5.62	14.994927	25.668175
5.6202	14.994927	24.335854
5.6204	14.993015	23.896845
5.6206	14.998116	23.441011
5.6208	14.99429	23.254395
5.621	14.99684	23.248276
5.6212	14.995565	23.087664
5.6214	14.995565	22.871983
5.6216	14.993652	22.936228
5.6218	15.002578	22.991295
5.622	14.99429	22.994354
5.6222	14.995565	23.179441
5.6224	14.994927	23.477722
5.6226	14.998116	23.854015
5.6228	14.999391	24.517881
5.623	14.993015	24.511763
5.6232	14.993015	25.763012
5.6234	14.99684	27.080036
5.6236	14.99684	28.577559
5.6238	14.993015	29.587124
5.624	14.99429	30.067432
5.6242	14.99429	30.073551
5.6244	14.994927	30.070492
5.6246	14.994927	30.072021
5.6248	14.992377	30.065903
5.625	14.993015	30.067432
5.6252	14.995565	30.067432
5.6254	14.993652	30.068962
5.6256	14.99684	30.070492
5.6258	14.996202	30.065903
5.626	14.995565	30.067432
5.6262	14.993015	30.07814
5.6264	14.99684	30.073551
5.6266	14.993015	30.070492
5.6268	14.99684	30.070492
5.627	14.995565	30.065903
5.6272	14.99684	30.067432
5.6274	14.995565	30.067432
5.6276	14.995565	30.065903
5.6278	14.992377	30.065903
5.628	14.99429	30.065903
5.6282	14.993015	30.068962
5.6284	14.996202	30.072021
5.6286	14.996202	30.067432
5.6288	14.997478	30.072021
5.629	14.995565	29.945061
5.6292	14.995565	29.807394
5.6294	14.993015	28.582148
5.6296	14.99429	27.144281
5.6298	14.995565	25.86244
5.63	14.99429	25.851732
5.6302	14.99684	24.504114
5.6304	14.99429	23.88155
5.6306	14.996202	23.444071
5.6308	14.994927	23.18556
5.631	14.994927	23.179441
5.6312	14.993652	22.962233
5.6314	14.99684	22.800091
5.6316	14.996202	22.800091
5.6318	14.996202	22.861277
5.632	14.99429	22.861277
5.6322	14.994927	23.089193
5.6324	14.99684	23.312521
5.6326	14.99684	23.668928
5.6328	14.99174	24.143118
5.633	14.994927	24.146177
5.6332	14.997478	25.183277
5.6334	14.994927	26.581373
5.6336	14.992377	27.935108
5.6338	14.998116	29.328615
5.634	14.99429	30.064373
5.6342	14.996202	30.062843
5.6344	14.995565	30.070492
5.6346	14.995565	30.065903
5.6348	14.994927	30.068962
5.635	14.995565	30.062843
5.6352	14.998116	30.068962
5.6354	14.995565	30.072021
5.6356	14.998116	30.064373
5.6358	14.998116	30.07814
5.636	14.993652	30.068962
5.6362	14.996202	30.065903
5.6364	14.99684	30.062843
5.6366	14.997478	30.064373
5.6368	14.996202	30.068962
5.637	14.99684	30.064373
5.6372	14.99429	30.059784
5.6374	14.99684	30.065903
5.6376	14.993652	30.075081
5.6378	14.99429	30.073551
5.638	14.994927	30.073551
5.6382	14.99429	30.065903
5.6384	14.994927	30.062843
5.6386	14.999391	30.073551
5.6388	14.995565	30.065903
5.639	14.996202	29.888464
5.6392	14.993652	29.64831
5.6394	14.995565	28.516373
5.6396	14.993015	27.084625
5.6398	14.995565	25.694178
5.64	14.996202	25.692648
5.6402	15.000666	24.516352
5.6404	14.994927	23.82954
5.6406	14.993652	23.415007
5.6408	14.996202	23.18862
5.641	14.99429	23.18556
5.6412	14.998116	22.956114
5.6414	14.997478	22.795502
5.6416	14.994927	22.795502
5.6418	14.99684	22.861277
5.642	14.993652	22.859747
5.6422	14.997478	23.138142
5.6424	14.99684	23.306402
5.6426	14.995565	23.739292
5.6428	14.993015	24.179831
5.643	14.993015	24.172182
5.6432	14.99429	25.192455
5.6434	14.992377	26.58749
5.6436	14.99429	28.019239
5.6438	14.998116	29.331675
5.644	14.99429	30.055197
5.6442	14.994927	30.067432
5.6444	14.996202	30.064373
5.6446	14.996202	30.070492
5.6448	14.995565	30.068962
5.645	14.996202	30.064373
5.6452	14.99684	30.064373
5.6454	14.993015	30.068962
5.6456	14.996202	30.068962
5.6458	14.994927	30.064373
5.646	14.994927	30.064373
5.6462	14.994927	30.076611
5.6464	14.998753	30.073551
5.6466	14.996202	30.075081
5.6468	14.994927	30.070492
5.647	14.993652	30.068962
5.6472	14.997478	30.068962
5.6474	14.997478	30.062843
5.6476	14.99684	30.073551
5.6478	14.99429	30.064373
5.648	14.995565	30.062843
5.6482	14.993015	30.062843
5.6484	14.995565	30.059784
5.6486	14.994927	30.072021
5.6488	14.996202	30.072021
5.649	14.993015	29.836456
5.6492	14.996202	29.431101
5.6494	14.99429	28.299164
5.6496	14.99684	26.726688
5.6498	14.998116	25.525917
5.65	14.996202	25.525917
5.6502	14.992377	24.204304
5.6504	14.994927	23.701052
5.6506	14.994927	23.312521
5.6508	14.99684	23.021889
5.651	14.994927	23.034126
5.6512	14.994927	22.865864
5.6514	14.994927	22.740435
5.6516	14.993015	22.740435
5.6518	14.997478	22.92552
5.652	14.99429	22.933168
5.6522	14.996202	23.090723
5.6524	14.99429	23.350761
5.6526	14.994927	23.785181
5.6528	14.994927	24.213482
5.653	14.99684	24.205833
5.6532	14.995565	25.435669
5.6534	14.991102	26.728218
5.6536	14.996202	28.294575
5.6538	14.994927	29.484638
5.654	14.99429	30.062843
5.6542	14.995565	30.070492
5.6544	14.993015	30.072021
5.6546	14.995565	30.070492
5.6548	14.99429	30.070492
5.655	14.998116	30.068962
5.6552	14.992377	30.065903
5.6554	14.995565	30.067432
5.6556	14.99429	30.067432
5.6558	14.996202	30.064373
5.656	14.994927	30.070492
5.6562	14.99684	30.067432
5.6564	14.993652	30.072021
5.6566	14.995565	30.076611
5.6568	14.992377	30.067432
5.657	14.994927	30.068962
5.6572	14.99429	30.070492
5.6574	14.998116	30.065903
5.6576	14.99429	30.065903
5.6578	14.996202	30.065903
5.658	14.994927	30.067432
5.6582	14.998753	30.068962
5.6584	14.994927	30.070492
5.6586	14.99684	30.068962
5.6588	14.99684	30.064373
5.659	14.995565	29.963417
5.6592	14.993652	29.69879
5.6594	14.99684	28.372587
5.6596	14.99174	27.011202
5.6598	14.996202	25.948099
5.66	14.993652	25.951159
5.6602	14.993652	24.430691
5.6604	14.996202	23.927439
5.6606	14.995565	23.505257
5.6608	14.99684	23.283459
5.661	14.995565	23.286516
5.6612	14.993015	23.118256
5.6614	14.997478	22.930109
5.6616	14.99684	22.962233
5.6618	14.99684	23.112137
5.662	14.99429	23.118256
5.6622	14.995565	23.31711
5.6624	14.993652	23.561853
5.6626	14.99684	23.944263
5.6628	14.99429	24.758036
5.663	14.994927	24.758036
5.6632	14.995565	25.946569
5.6634	14.99429	27.301834
5.6636	14.992377	28.65863
5.6638	14.998116	29.752327
5.664	14.993652	30.058256
5.6642	14.999391	30.067432
5.6644	14.994927	30.068962
5.6646	14.996202	30.065903
5.6648	14.997478	30.067432
5.665	14.996202	30.064373
5.6652	14.994927	30.064373
5.6654	14.99684	30.064373
5.6656	14.997478	30.062843
5.6658	14.99429	30.072021
5.666	14.995565	30.072021
5.6662	14.994927	30.067432
5.6664	14.993015	30.075081
5.6666	14.996202	30.075081
5.6668	14.99174	30.067432
5.667	14.992377	30.073551
5.6672	14.997478	30.070492
5.6674	14.99429	30.065903
5.6676	14.996202	30.068962
5.6678	14.998116	30.062843
5.668	14.993015	30.067432
5.6682	14.995565	30.070492
5.6684	14.995565	30.072021
5.6686	14.991102	30.065903
5.6688	14.997478	30.064373
5.669	14.992377	30.023073
5.6692	14.996202	29.807394
5.6694	14.993652	28.585207
5.6696	14.996202	27.297247
5.6698	14.99429	26.029171
5.67	14.996202	26.026112
5.6702	14.993015	24.758036
5.6704	14.99429	23.979446
5.6706	14.993652	23.564913
5.6708	14.99684	23.376766
5.671	14.993015	23.378296
5.6712	14.997478	23.119785
5.6714	14.995565	23.024948
5.6716	14.998116	22.995884
5.6718	14.992377	23.113667
5.672	14.994927	23.112137
5.6722	14.993652	23.344643
5.6724	14.996202	23.563383
5.6726	14.993015	23.950382
5.6728	14.997478	24.756506
5.673	14.992377	24.756506
5.6732	14.995565	25.94351
5.6734	14.994927	27.15193
5.6736	14.99684	28.510254
5.6738	14.99429	29.753857
5.674	14.995565	30.061314
5.6742	14.997478	30.067432
5.6744	14.993015	30.065903
5.6746	14.995565	30.070492
5.6748	14.996202	30.073551
5.675	14.99684	30.073551
5.6752	14.99429	30.068962
5.6754	14.997478	30.068962
5.6756	14.997478	30.068962
5.6758	14.996202	30.062843
5.676	14.99429	30.065903
5.6762	14.99684	30.067432
5.6764	14.995565	30.064373
5.6766	14.994927	30.076611
5.6768	14.99429	30.076611
5.677	14.99429	30.068962
5.6772	14.994927	30.068962
5.6774	14.995565	30.064373
5.6776	14.993652	30.070492
5.6778	14.998753	30.072021
5.678	14.993015	30.064373
5.6782	14.993652	30.075081
5.6784	14.99429	30.062843
5.6786	14.998116	30.067432
5.6788	14.995565	30.059784
5.679	14.994927	30.04143
5.6792	14.994927	29.64831
5.6794	14.99684	28.508724
5.6796	14.993652	27.14887
5.6798	14.996202	25.949629
5.68	14.993652	25.948099
5.6802	14.996202	24.758036
5.6804	14.993652	23.956501
5.6806	14.997478	23.670458
5.6808	14.995565	23.434893
5.681	14.993652	23.437952
5.6812	14.994927	23.213095
5.6814	14.993652	23.148849
5.6816	14.993015	23.176382
5.6818	14.995565	23.346172
5.682	14.997478	23.347702
5.6822	14.998116	23.543497
5.6824	14.997478	23.759178
5.6826	14.992377	24.211952
5.6828	14.996202	25.438728
5.683	15.000028	25.446375
5.6832	14.995565	26.660913
5.6834	14.99684	27.79744
5.6836	14.99684	29.115993
5.6838	14.994927	30.067432
5.684	15.000028	30.067432
5.6842	14.994927	30.068962
5.6844	14.993652	30.065903
5.6846	14.998753	30.068962
5.6848	14.994927	30.064373
5.685	14.99174	30.067432
5.6852	14.994927	30.064373
5.6854	14.993015	30.068962
5.6856	14.998116	30.070492
5.6858	14.995565	30.068962
5.686	14.99684	30.068962
5.6862	14.99174	30.075081
5.6864	14.994927	30.076611
5.6866	14.990465	30.065903
5.6868	14.996202	30.065903
5.687	14.993652	30.068962
5.6872	14.998116	30.062843
5.6874	14.994927	30.062843
5.6876	14.996202	30.065903
5.6878	14.994927	30.072021
5.688	14.997478	30.070492
5.6882	14.996202	30.064373
5.6884	14.99429	30.070492
5.6886	14.993015	30.073551
5.6888	14.996202	30.070492
5.689	14.996202	30.064373
5.6892	15.000028	29.853283
5.6894	14.995565	28.940084
5.6896	14.999391	27.575642
5.6898	14.994927	26.443705
5.69	14.994927	26.434526
5.6902	14.992377	25.265877
5.6904	14.99684	24.143118
5.6906	14.991102	23.826481
5.6908	14.99684	23.604683
5.691	14.996202	23.601624
5.6912	14.994927	23.379826
5.6914	14.993015	23.249805
5.6916	14.995565	23.246746
5.6918	14.993652	23.44713
5.692	14.994927	23.437952
5.6922	14.994927	23.636806
5.6924	14.996202	23.860134
5.6926	14.993015	24.273138
5.6928	14.998753	25.343889
5.693	14.993652	25.351538
5.6932	14.995565	26.575254
5.6934	14.98919	27.867804
5.6936	14.998753	29.010448
5.6938	14.996202	30.065903
5.694	14.997478	30.064373
5.6942	14.99429	30.075081
5.6944	14.995565	30.065903
5.6946	14.99684	30.070492
5.6948	14.99684	30.070492
5.695	14.99174	30.065903
5.6952	14.99684	30.065903
5.6954	14.99429	30.062843
5.6956	14.998753	30.061314
5.6958	14.993652	30.073551
5.696	14.997478	30.064373
5.6962	14.991102	30.064373
5.6964	14.994927	30.062843
5.6966	14.994927	30.067432
5.6968	14.995565	30.067432
5.697	14.994927	30.075081
5.6972	15.001941	30.070492
5.6974	14.992377	30.076611
5.6976	14.993015	30.068962
5.6978	14.994927	30.065903
5.698	14.994927	30.067432
5.6982	14.99429	30.070492
5.6984	14.99684	30.068962
5.6986	14.993652	30.068962
5.6988	14.99429	30.067432
5.699	14.995565	30.068962
5.6992	14.998753	29.963417
5.6994	14.99429	28.938555
5.6996	14.997478	27.655184
5.6998	14.993015	26.58902
5.7	14.99684	26.579844
5.7002	14.994927	25.444845
5.7004	14.993652	24.253252
5.7006	14.994927	23.924379
5.7008	14.99684	23.704111
5.701	14.995565	23.705639
5.7012	14.994927	23.506786
5.7014	14.994927	23.436422
5.7016	14.995565	23.439482
5.7018	14.993015	23.593975
5.702	15.000028	23.600094
5.7022	14.997478	23.8326
5.7024	14.996202	23.976387
5.7026	14.995565	24.759565
5.7028	14.994927	25.850203
5.703	14.993652	25.857851
5.7032	14.995565	27.012732
5.7034	14.992377	28.22727
5.7036	14.996202	29.324026
5.7038	14.996202	30.061314
5.704	14.993652	30.065903
5.7042	14.997478	30.072021
5.7044	14.996202	30.065903
5.7046	14.995565	30.061314
5.7048	14.99429	30.064373
5.705	14.998116	30.058256
5.7052	14.995565	30.064373
5.7054	14.992377	30.075081
5.7056	14.99429	30.067432
5.7058	14.99429	30.073551
5.706	14.994927	30.070492
5.7062	14.993015	30.064373
5.7064	14.995565	30.070492
5.7066	14.997478	30.061314
5.7068	14.995565	30.072021
5.707	14.99684	30.065903
5.7072	14.996202	30.065903
5.7074	14.99684	30.068962
5.7076	14.99429	30.061314
5.7078	14.997478	30.067432
5.708	14.992377	30.064373
5.7082	14.994927	30.065903
5.7084	14.993015	30.070492
5.7086	14.996202	30.067432
5.7088	14.99429	30.072021
5.709	14.998753	30.070492
5.7092	14.99174	30.068962
5.7094	14.993652	29.123642
5.7096	14.993652	27.944286
5.7098	14.996202	26.882711
5.71	14.995565	26.870476
5.7102	14.999391	25.766071
5.7104	14.995565	24.580597
5.7106	14.993652	24.05287
5.7108	14.994927	23.855545
5.711	14.995565	23.857075
5.7112	14.994927	23.66128
5.7114	14.996202	23.505257
5.7116	14.99174	23.600094
5.7118	14.997478	23.694933
5.712	14.993652	23.704111
5.7122	14.992377	23.95956
5.7124	14.997478	24.18289
5.7126	14.99684	25.016546
5.7128	14.99429	26.191313
5.713	14.995565	26.188253
5.7132	14.992377	27.301834
5.7134	14.993015	28.435303
5.7136	14.994927	29.694201
5.7138	14.993015	30.072021
5.714	14.997478	30.067432
5.7142	14.99684	30.067432
5.7144	14.995565	30.070492
5.7146	14.993015	30.068962
5.7148	14.995565	30.073551
5.715	14.995565	30.067432
5.7152	14.99174	30.068962
5.7154	14.994927	30.072021
5.7156	14.997478	30.065903
5.7158	14.99684	30.065903
5.716	14.99429	30.067432
5.7162	14.993015	30.065903
5.7164	14.995565	30.065903
5.7166	14.994927	30.073551
5.7168	14.994927	30.072021
5.717	14.99174	30.073551
5.7172	14.994927	30.073551
5.7174	14.991102	30.070492
5.7176	14.997478	30.059784
5.7178	14.993015	30.065903
5.718	14.996202	30.059784
5.7182	14.995565	30.064373
5.7184	14.998116	30.070492
5.7186	14.998116	30.068962
5.7188	14.99684	30.068962
5.719	14.991102	30.065903
5.7192	14.995565	30.070492
5.7194	14.993015	29.120583
5.7196	14.99429	27.869333
5.7198	14.997478	27.011202
5.72	14.996202	27.012732
5.7202	14.99429	25.776779
5.7204	14.997478	24.765684
5.7206	14.993652	24.147707
5.7208	14.99429	23.92132
5.721	14.994927	23.925909
5.7212	14.99684	23.824951
5.7214	14.995565	23.665869
5.7216	14.995565	23.728584
5.7218	14.993015	23.886137
5.722	14.993015	23.895315
5.7222	14.995565	24.084991
5.7224	14.992377	24.424572
5.7226	14.992377	25.521328
5.7228	14.996202	26.71904
5.723	14.99174	26.725159
5.7232	14.99429	27.731665
5.7234	14.992377	28.86972
5.7236	14.994927	29.856342
5.7238	14.994927	30.072021
5.724	14.993652	30.067432
5.7242	14.995565	30.065903
5.7244	14.993652	30.067432
5.7246	14.996202	30.068962
5.7248	14.99429	30.064373
5.725	14.999391	30.065903
5.7252	14.994927	30.067432
5.7254	14.997478	30.075081
5.7256	14.993652	30.073551
5.7258	14.99684	30.068962
5.726	14.993015	30.076611
5.7262	14.993015	30.065903
5.7264	14.993652	30.064373
5.7266	14.994927	30.067432
5.7268	14.998753	30.068962
5.727	14.993015	30.067432
5.7272	14.998116	30.068962
5.7274	14.995565	30.061314
5.7276	14.993015	30.073551
5.7278	14.995565	30.065903
5.728	14.995565	30.067432
5.7282	14.996202	30.068962
5.7284	14.998753	30.061314
5.7286	14.996202	30.062843
5.7288	14.994927	30.076611
5.729	14.999391	30.067432
5.7292	14.99429	30.076611
5.7294	14.994927	29.429571
5.7296	14.99429	28.149258
5.7298	14.995565	27.156519
5.73	14.997478	27.144281
5.7302	14.996202	26.104122
5.7304	14.996202	24.924767
5.7306	14.995565	24.144648
5.7308	14.99429	23.953442
5.731	14.995565	23.958031
5.7312	14.99684	23.798948
5.7314	14.993652	23.641396
5.7316	14.99684	23.670458
5.7318	14.993652	23.887667
5.732	14.993015	23.887667
5.7322	14.996202	24.022276
5.7324	14.996202	24.335854
5.7326	14.994927	25.264347
5.7328	14.995565	26.429937
5.733	14.993015	26.439116
5.7332	14.996202	27.577171
5.7334	14.995565	28.586737
5.7336	14.999391	29.69726
5.7338	14.991102	30.067432
5.734	14.994927	30.076611
5.7342	14.995565	30.065903
5.7344	14.997478	30.068962
5.7346	14.99429	30.068962
5.7348	14.995565	30.064373
5.735	14.99429	30.072021
5.7352	14.998753	30.062843
5.7354	14.99429	30.064373
5.7356	14.996202	30.075081
5.7358	14.993015	30.065903
5.736	14.998753	30.065903
5.7362	14.998116	30.067432
5.7364	14.99429	30.070492
5.7366	14.99429	30.065903
5.7368	15.000028	30.070492
5.737	14.991102	30.070492
5.7372	14.998116	30.068962
5.7374	14.994927	30.073551
5.7376	14.996202	30.067432
5.7378	14.993652	30.070492
5.738	14.993652	30.061314
5.7382	14.993652	30.064373
5.7384	14.99429	30.067432
5.7386	14.994927	30.064373
5.7388	14.994927	30.070492
5.739	14.998116	30.070492
5.7392	14.993015	30.065903
5.7394	14.994927	29.229187
5.7396	14.991102	28.080425
5.7398	14.992377	26.876595
5.74	14.998116	26.875065
5.7402	14.998116	25.77066
5.7404	14.994927	24.594364
5.7406	14.993015	24.09264
5.7408	14.990465	23.860134
5.741	14.99429	23.855545
5.7412	14.996202	23.65975
5.7414	14.994927	23.500668
5.7416	14.996202	23.551146
5.7418	14.996202	23.694933
5.742	14.991102	23.701052
5.7422	14.995565	23.858604
5.7424	14.993015	24.144648
5.7426	14.993652	24.930885
5.7428	14.993652	26.101065
5.743	14.993652	26.110241
5.7432	14.993015	27.147341
5.7434	14.998753	28.302223
5.7436	14.990465	29.599361
5.7438	14.996202	30.072021
5.744	14.994927	30.059784
5.7442	14.993015	30.070492
5.7444	14.99429	30.068962
5.7446	14.997478	30.067432
5.7448	14.993652	30.067432
5.745	14.998116	30.070492
5.7452	14.994927	30.070492
5.7454	14.998116	30.065903
5.7456	14.996202	30.07967
5.7458	14.999391	30.064373
5.746	14.99174	30.070492
5.7462	14.993652	30.067432
5.7464	14.99684	30.070492
5.7466	14.99684	30.072021
5.7468	14.995565	30.068962
5.747	14.997478	30.059784
5.7472	14.993652	30.064373
5.7474	14.99684	30.067432
5.7476	14.995565	30.065903
5.7478	14.997478	30.068962
5.748	14.995565	30.058256
5.7482	14.995565	30.067432
5.7484	14.994927	30.068962
5.7486	14.999391	30.075081
5.7488	14.991102	30.059784
5.749	14.99684	30.061314
5.7492	14.993015	29.805864
5.7494	14.995565	28.730524
5.7496	14.993015	27.512926
5.7498	14.995565	26.445234
5.75	14.998116	26.442175
5.7502	14.995565	25.186337
