Time (s),Counter (),coil1 (V),coil2 (V)
0.020600,0.057058,-0.102405,-0.095284
0.020700,0.057058,-0.099554,-0.087591
0.020800,0.053867,-0.096478,-0.091598
0.020900,0.060248,-0.099651,-0.095765
0.021000,0.053867,-0.099748,-0.086950
0.021100,0.057058,-0.100778,-0.088793
0.021200,0.057058,-0.096398,-0.094643
0.021300,0.057058,-0.092726,-0.082543
0.021400,0.063439,-0.089811,-0.092800
0.021500,0.063439,-0.088829,-0.099371
0.021600,0.066630,-0.091357,-0.092079
0.021700,0.057058,-0.092243,-0.092399
0.021800,0.060248,-0.091470,-0.092720
0.021900,0.050677,-0.090455,-0.084867
0.022000,0.053867,-0.086703,-0.092720
0.022100,0.060248,-0.083257,-0.095845
0.022200,0.057058,-0.082951,-0.094483
0.022300,0.057058,-0.083595,-0.095524
0.022400,0.053867,-0.084497,-0.086950
0.022500,0.063439,-0.083821,-0.091758
0.022600,0.053867,-0.080294,-0.088553
0.022700,0.066630,-0.077475,-0.093761
0.022800,0.060248,-0.073514,-0.094723
0.022900,0.060248,-0.071018,-0.098089
0.023000,0.063439,-0.071903,-0.103057
0.023100,0.060248,-0.071436,-0.093601
0.023200,0.060248,-0.069230,-0.088393
0.023300,0.060248,-0.066509,-0.090155
0.023400,0.053867,-0.062499,-0.086389
0.023500,0.063439,-0.060792,-0.079818
0.023600,0.057058,-0.056862,-0.093521
0.023700,0.060248,-0.054849,-0.089034
0.023800,0.053867,-0.051532,-0.082543
0.023900,0.060248,-0.051177,-0.076853
0.024000,0.063439,-0.047328,-0.071725
0.024100,0.066630,-0.047957,-0.074209
0.024200,0.057058,-0.046330,-0.077014
0.024300,0.060248,-0.045203,-0.083264
0.024400,0.066630,-0.044156,-0.080540
0.024500,0.060248,-0.040001,-0.072126
0.024600,0.063439,-0.037795,-0.068039
0.024700,0.057058,-0.035846,-0.066356
0.024800,0.060248,-0.033624,-0.071805
0.024900,0.060248,-0.031434,-0.076693
0.025000,0.057058,-0.026393,-0.072927
0.025100,0.050677,-0.018599,-0.069321
0.025200,0.063439,-0.011191,-0.070523
0.025300,0.053867,-0.002865,-0.064914
0.025400,0.057058,0.002337,-0.062349
0.025500,0.060248,0.009181,-0.064593
0.025600,0.066630,0.013545,-0.064593
0.025700,0.060248,0.015478,-0.062670
0.025800,0.060248,0.018747,-0.064353
0.025900,0.060248,0.019375,-0.064433
0.026000,0.063439,0.023659,-0.058423
0.026100,0.057058,0.026783,-0.057702
0.026200,0.060248,0.028329,-0.052733
0.026300,0.066630,0.031518,-0.054096
0.026400,0.050677,0.032452,-0.057622
0.026500,0.053867,0.033998,-0.050089
0.026600,0.053867,0.036349,-0.052493
0.026700,0.057058,0.037621,-0.055298
0.026800,0.060248,0.040359,-0.051932
0.026900,0.057058,0.043016,-0.048006
0.027000,0.063439,0.043386,-0.044961
0.027100,0.063439,0.048250,-0.050329
0.027200,0.060248,0.050118,-0.039992
0.027300,0.053867,0.053758,-0.038309
0.027400,0.057058,0.057864,-0.042557
0.027500,0.063439,0.063662,-0.030296
0.027600,0.060248,0.069443,-0.020840
0.027700,0.053867,0.076207,-0.007218
0.027800,0.060248,0.084307,0.004241
0.027900,0.060248,0.090942,0.002799
0.028000,0.057058,0.094968,0.008488
0.028100,0.057058,0.097255,0.010972
0.028200,0.053867,0.098656,0.015941
0.028300,0.060248,0.099413,0.018505
0.028400,0.063439,0.102022,0.020829
0.028500,0.060248,0.101700,0.029002
0.028600,0.063439,0.103423,0.023553
0.028700,0.060248,0.104115,0.026438
0.028800,0.060248,0.105838,0.029884
0.028900,0.060248,0.105661,0.027239
0.029000,0.060248,0.105774,0.032448
0.029100,0.063439,0.106128,0.039179
0.029200,0.057058,0.105999,0.035333
0.029300,0.057058,0.106177,0.033490
0.029400,0.057058,0.107449,0.035333
0.029500,0.057058,0.109655,0.040381
0.029600,0.053867,0.109752,0.048555
0.029700,0.057058,0.110138,0.053202
0.029800,0.063439,0.106837,0.053282
0.029900,0.060248,0.108496,0.058171
0.030000,0.060248,0.107143,0.062818
0.030100,0.060248,0.106241,0.067706
