Time (s),Counter (),coil1 (V),coil2 (V)
0.022600,0.063439,2.326395,3.599629
0.022700,0.053867,2.021302,3.538736
0.022800,0.063439,1.631012,3.410060
0.022900,0.060248,1.246592,3.228024
0.023000,0.050677,0.935946,3.119699
0.023100,0.063439,0.717479,3.191969
0.023200,0.063439,0.565012,3.347085
0.023300,0.060248,0.444911,3.429770
0.023400,0.053867,0.338136,3.433616
0.023500,0.057058,0.230568,3.376890
0.023600,0.053867,0.120145,3.299652
0.023700,0.060248,0.011942,3.201423
0.023800,0.063439,-0.094039,3.138768
0.023900,0.063439,-0.184313,3.115212
0.024000,0.066630,-0.266179,3.120500
0.024100,0.060248,-0.338525,3.109764
0.024200,0.057058,-0.417218,3.091656
0.024300,0.060248,-0.501781,3.058005
0.024400,0.060248,-0.592055,3.016982
0.024500,0.053867,-0.684075,2.934297
0.024600,0.060248,-0.763402,2.796487
0.024700,0.063439,-0.899845,2.787673
0.024800,0.063439,-0.985519,2.650665
0.024900,0.063439,-1.108159,2.604355
0.025000,0.057058,-1.247616,2.548109
0.025100,0.057058,-1.423564,2.397320
0.025200,0.053867,-1.637747,2.070262
0.025300,0.057058,-1.898575,1.644334
0.025400,0.057058,-2.215884,1.217124
0.025500,0.060248,-2.580790,0.890548
0.025600,0.060248,-2.944902,0.629030
0.025700,0.060248,-3.218581,0.400522
0.025800,0.060248,-3.387866,0.191564
0.025900,0.053867,-3.483376,0.038371
0.026000,0.060248,-3.568890,-0.080530
0.026100,0.066630,-3.667573,-0.184368
0.026200,0.060248,-3.829877,-0.328106
0.026300,0.057058,-4.037080,-0.498606
0.026400,0.057058,-4.223499,-0.617506
0.026500,0.060248,-4.342649,-0.712371
0.026600,0.053867,-4.400558,-0.786884
0.026700,0.060248,-4.400875,-0.872134
0.026800,0.053867,-4.354548,-0.917002
0.026900,0.050677,-4.296480,-0.935110
0.027000,0.053867,-4.240792,-0.936552
0.027100,0.066630,-4.222706,-0.947769
0.027200,0.060248,-4.237619,-0.958826
0.027300,0.063439,-4.256975,-0.957063
0.027400,0.060248,-4.225879,-0.944564
0.027500,0.057058,-4.126402,-1.008501
0.027600,0.053867,-3.982344,-1.181404
0.027700,0.060248,-3.872396,-1.409752
0.027800,0.063439,-3.839714,-1.682967
0.027900,0.060248,-3.916026,-2.040471
0.028000,0.060248,-4.104984,-2.474091
0.028100,0.053867,-4.169398,-2.868611
0.028200,0.060248,-4.193196,-3.087343
0.028300,0.053867,-4.193672,-3.200796
0.028400,0.057058,-4.163845,-3.244543
0.028500,0.060248,-4.162258,-3.282360
0.028600,0.063439,-4.228893,-3.332837
0.028700,0.060248,-4.311552,-3.387961
0.028800,0.063439,-4.354865,-3.480902
0.028900,0.063439,-4.322340,-3.577689
0.029000,0.060248,-4.251581,-3.662458
0.029100,0.050677,-4.181773,-3.790012
0.029200,0.053867,-4.179869,-3.851226
0.029300,0.057058,-4.244759,-3.856353
0.029400,0.053867,-4.322975,-3.814049
0.029500,0.057058,-4.328211,-3.774629
0.029600,0.060248,-4.260307,-3.805556
0.029700,0.060248,-4.159878,-3.919650
0.029800,0.053867,-4.073729,-4.044800
0.029900,0.053867,-4.080710,-4.161137
0.030000,0.057058,-4.156705,-4.207928
0.030100,0.057058,-4.219215,-4.134857
0.030200,0.066630,-4.219850,-4.023968
0.030300,0.060248,-4.147027,-3.977658
0.030400,0.057058,-4.024705,-4.079413
0.030500,0.057058,-3.922690,-4.232446
0.030600,0.047486,-3.901747,-4.306798
0.030700,0.053867,-3.948233,-4.320900
0.030800,0.060248,-3.991863,-4.254559
0.030900,0.057058,-3.975839,-4.172514
0.031000,0.060248,-3.915868,-4.189340
0.031100,0.063439,-3.851454,-4.323624
0.031200,0.063439,-3.814012,-4.498450
0.031300,0.057058,-3.695655,-4.442365
0.031400,0.057058,-3.791324,-4.502777
0.031500,0.053867,-3.846218,-4.443807
0.031600,0.060248,-3.835430,-4.322342
0.031700,0.057058,-3.789579,-4.272026
0.031800,0.053867,-3.709300,-4.321541
0.031900,0.053867,-3.593164,-4.361121
0.032000,0.053867,-3.440856,-4.298626
0.032100,0.053867,-3.281726,-4.107776
0.032200,0.063439,-3.131004,-3.849944
0.032300,0.057058,-2.989167,-3.641306
0.032400,0.053867,-2.860815,-3.578331
0.032500,0.063439,-2.728021,-3.610379
0.032600,0.063439,-2.546679,-3.629288
0.032700,0.066630,-2.278712,-3.578651
0.032800,0.060248,-1.917773,-3.465198
0.032900,0.060248,-1.524309,-3.300468
0.033000,0.053867,-1.177808,-3.179484
0.033100,0.053867,-0.916187,-3.213616
0.033200,0.057058,-0.730402,-3.355271
0.033300,0.057058,-0.579046,-3.452699
0.033400,0.060248,-0.454343,-3.458949
0.033500,0.060248,-0.337732,-3.414561
0.033600,0.057058,-0.223818,-3.342452
0.033700,0.057058,-0.111173,-3.249350
0.033800,0.060248,-0.010428,-3.182368
0.033900,0.057058,0.086193,-3.142948
0.034000,0.057058,0.167107,-3.133975
0.034100,0.063439,0.246275,-3.136218
0.034200,0.060248,0.319891,-3.137981
0.034300,0.057058,0.403660,-3.100003
0.034400,0.053867,0.490920,-3.061544
0.034500,0.053867,0.589445,-3.004337
0.034600,0.050677,0.669724,-2.870373
0.034700,0.053867,0.791729,-2.841209
0.034800,0.060248,0.884860,-2.706765
0.034900,0.066630,1.011625,-2.643308
0.035000,0.063439,1.149971,-2.595075
0.035100,0.060248,1.322429,-2.483225
0.035200,0.057058,1.535343,-2.198151
0.035300,0.057058,1.799820,-1.762128
0.035400,0.053867,2.118716,-1.328188
0.035500,0.057058,2.483939,-0.965556
0.035600,0.050677,2.840594,-0.687373
0.035700,0.057058,3.117129,-0.453898
0.035800,0.063439,3.280543,-0.239652
0.035900,0.060248,3.377957,-0.070114
0.036000,0.063439,3.456650,0.053915
0.036100,0.060248,3.553270,0.162079
0.036200,0.060248,3.710497,0.305017
0.036300,0.053867,3.922142,0.482888
0.036400,0.066630,4.120778,0.623582
0.036500,0.060248,4.260870,0.719888
0.036600,0.057058,4.336230,0.799529
0.036700,0.063439,4.348447,0.898880
