Time (s),Counter (),coil1 (V),coil2 (V)
0.032800,0.069820,2.522809,-4.429866
0.032900,0.063439,2.262140,-4.456306
0.033000,0.057058,1.911830,-4.474413
0.033100,0.053867,1.512973,-4.415604
0.033200,0.057058,1.158697,-4.217864
0.033300,0.060248,0.888509,-3.925579
0.033400,0.063439,0.708436,-3.644191
0.033500,0.057058,0.576435,-3.414721
0.033600,0.060248,0.459031,-3.174516
0.033700,0.057058,0.351463,-2.854670
0.033800,0.057058,0.244371,-2.474571
0.033900,0.057058,0.137755,-2.114504
0.034000,0.057058,0.027491,-1.826546
0.034100,0.063439,-0.068178,-1.598679
0.034200,0.057058,-0.156866,-1.413918
0.034300,0.063439,-0.231751,-1.264250
0.034400,0.057058,-0.307270,-1.126921
0.034500,0.057058,-0.396752,-0.993759
0.034600,0.060248,-0.487343,-0.878704
0.034700,0.063439,-0.584123,-0.787525
0.034800,0.060248,-0.683599,-0.704839
0.034900,0.057058,-0.764196,-0.606770
0.035000,0.053867,-0.886360,-0.542993
0.035100,0.060248,-1.001701,-0.485145
0.035200,0.060248,-1.131322,-0.407747
0.035300,0.057058,-1.300606,-0.325382
0.035400,0.057058,-1.508603,-0.234203
0.035500,0.060248,-1.756897,-0.140941
0.035600,0.050677,-2.066273,-0.047680
0.035700,0.053867,-2.426260,0.078913
0.035800,0.060248,-2.801637,0.221370
0.035900,0.057058,-3.102287,0.354853
0.036000,0.066630,-3.291086,0.506604
0.036100,0.063439,-3.397385,0.679987
0.036200,0.063439,-3.478933,0.899682
0.036300,0.057058,-3.573174,1.161360
0.036400,0.060248,-3.722468,1.471752
0.036500,0.060248,-3.927449,1.764357
0.036600,0.060248,-4.129734,2.000236
0.036700,0.063439,-4.274110,2.144936
0.036800,0.063439,-4.347091,2.250857
0.036900,0.057058,-4.368985,2.365912
0.037000,0.057058,-4.332812,2.493306
0.037100,0.053867,-4.278234,2.622142
0.037200,0.047486,-4.215566,2.755785
0.037300,0.057058,-4.185422,2.912183
0.037400,0.060248,-4.193196,3.077074
0.037500,0.053867,-4.215566,3.253502
0.037600,0.063439,-4.204143,3.444192
0.037700,0.060248,-4.109902,3.622223
0.037800,0.063439,-3.962671,3.725580
0.037900,0.060248,-3.833843,3.761956
0.038000,0.060248,-3.778156,3.766122
0.038100,0.060248,-3.822896,3.795767
0.038200,0.060248,-3.783867,3.743047
0.038300,0.053867,-3.991387,3.937743
0.038400,0.057058,-4.096258,4.089814
0.038500,0.057058,-4.114820,4.139971
0.038600,0.060248,-4.079599,4.090776
0.038700,0.057058,-4.071984,3.987739
0.038800,0.060248,-4.129417,3.942390
0.038900,0.053867,-4.219057,4.001200
0.039000,0.060248,-4.270302,4.115133
0.039100,0.053867,-4.263480,4.197498
0.039200,0.057058,-4.202557,4.220573
0.039300,0.063439,-4.130210,4.182756
