Time (s),Counter (),coil1 (V),coil2 (V)
0.015200,0.053867,2.649098,-3.791775
0.015300,0.050677,2.433486,-3.656369
0.015400,0.057058,2.131884,-3.486351
0.015500,0.053867,1.746512,-3.351586
0.015600,0.053867,1.351463,-3.273547
0.015700,0.057058,1.033519,-3.264573
0.015800,0.057058,0.802835,-3.296301
0.015900,0.057058,0.644498,-3.348541
0.016000,0.050677,0.518209,-3.360239
0.016100,0.053867,0.407944,-3.327869
0.016200,0.060248,0.305295,-3.286847
0.016300,0.060248,0.196775,-3.247427
0.016400,0.063439,0.095395,-3.181727
0.016500,0.063439,-0.009000,-3.089427
0.016600,0.053867,-0.100861,-2.999209
0.016700,0.050677,-0.183361,-2.932868
0.016800,0.060248,-0.259357,-2.872296
0.016900,0.057058,-0.336304,-2.783521
0.017000,0.057058,-0.425785,-2.629046
0.017100,0.060248,-0.516377,-2.356151
0.017200,0.060248,-0.609031,-1.997846
0.017300,0.053867,-0.684392,-1.603006
0.017400,0.050677,-0.825754,-1.347417
0.017500,0.044295,-0.907778,-1.070195
0.017600,0.060248,-1.030894,-0.875499
0.017700,0.057058,-1.174476,-0.698590
0.017800,0.057058,-1.343919,-0.546198
0.017900,0.057058,-1.562387,-0.412234
0.018000,0.053867,-1.821787,-0.290128
0.018100,0.060248,-2.140365,-0.181964
0.018200,0.060248,-2.509078,-0.095753
0.018300,0.063439,-2.863036,-0.005696
0.018400,0.057058,-3.140523,0.062248
0.018500,0.057058,-3.298384,0.134998
0.018600,0.060248,-3.402620,0.228420
0.018700,0.060248,-3.481154,0.325047
0.018800,0.057058,-3.584756,0.413822
0.018900,0.060248,-3.741982,0.524391
0.019000,0.060248,-3.949820,0.689442
0.019100,0.063439,-4.139253,0.871799
0.019200,0.060248,-4.260783,1.054477
0.019300,0.060248,-4.326783,1.207670
0.019400,0.053867,-4.328687,1.358940
0.019500,0.057058,-4.295052,1.514056
0.019600,0.057058,-4.229528,1.710034
0.019700,0.060248,-4.173999,1.951041
0.019800,0.053867,-4.153532,2.258068
0.019900,0.053867,-4.172095,2.566056
0.020000,0.057058,-4.191926,2.820203
0.020100,0.057058,-4.170667,2.958814
0.020200,0.057058,-4.072460,2.988940
0.020300,0.063439,-3.922214,2.935739
0.020400,0.060248,-3.799891,2.920195
0.020500,0.060248,-3.767526,2.962339
0.020600,0.057058,-3.842728,3.037654
0.020700,0.060248,-4.010584,3.159279
0.020800,0.053867,-4.111489,3.318561
0.020900,0.060248,-4.131638,3.474638
0.021000,0.060248,-4.121325,3.606519
0.021100,0.066630,-4.080710,3.672379
0.021200,0.063439,-4.075950,3.685519
0.021300,0.057058,-4.146393,3.677667
0.021400,0.053867,-4.232384,3.678629
0.021500,0.057058,-4.276490,3.730067
0.021600,0.053867,-4.253961,3.818201
0.021700,0.060248,-4.179393,3.924443
0.021800,0.057058,-4.103080,4.022192
0.021900,0.060248,-4.103397,4.029242
0.022000,0.047486,-4.165114,3.951204
0.022100,0.053867,-4.240316,3.897362
0.022200,0.053867,-4.249994,3.912104
0.022300,0.053867,-4.181773,3.988380
0.022400,0.066630,-4.070239,4.083725
0.022500,0.063439,-3.997892,4.135964
0.022600,0.060248,-4.002335,4.130677
0.022700,0.057058,-4.074522,4.076514
0.022800,0.053867,-4.141475,4.019788
0.022900,0.060248,-4.134652,4.036934
0.023000,0.060248,-4.059291,4.121382
0.023100,0.060248,-3.933954,4.188845
0.023200,0.063439,-3.833843,4.204709
0.023300,0.057058,-3.819882,4.169135
0.023400,0.057058,-3.871444,4.098147
0.023500,0.057058,-3.911425,4.079078
0.023600,0.053867,-3.887944,4.112729
0.023700,0.053867,-3.825593,4.181794
0.023800,0.057058,-3.762449,4.214003
0.023900,0.057058,-3.722151,4.216727
0.024000,0.053867,-3.599035,4.054721
0.024100,0.060248,-3.707078,4.125228
0.024200,0.057058,-3.760862,4.205190
